element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,2,"=""874.9018""","=""0.0009""","=""874.90058""","=""0.00009""","=""40bl(Fe II)*""","=""""",,"=""93987.454""","=""105414.186""","=""3d5.(4D).4s.4p.(3P*)""","=""6D*""","=""7/2""","=""3d6.(3F2).4d""","=""4G""","=""5/2""",,"=""""","=""L18349c148""",
Fe,2,"=""874.9018""","=""0.0009""","=""874.90150""","=""0.00008""","=""40bl(Fe II)*""","=""""",,"=""62065.528""","=""73492.248""","=""3d6.(3F2).4p""","=""y 4F*""","=""7/2""","=""3d5.4s2""","=""4F""","=""7/2""",,"=""""","=""L18349c148""",
Fe,2,"=""875.0177""","=""0.0003""","=""875.01774""","=""0.00007""","=""28""","=""3.e+06""",E,"=""97507.414""","=""108932.616""","=""3d6.(3P2).5s""","=""4P""","=""5/2""","=""3d6.(3P2).5p""","=""2D*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""875.1026""","=""0.0006""","=""875.1022""","=""0.0005""","=""85""","=""""",,"=""47966.585""","=""59390.684""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""3""","=""""","=""59390e""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""875.71871""","=""0.00023""","=""875.71869""","=""0.00011""","=""3630""","=""1.06e+06""",C,"=""22946.816""","=""34362.873""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""",,"=""T5720""","=""L11631""",
Fe,2,"=""875.84201""","=""0.00010""","=""875.84190""","=""0.00008""","=""80""","=""6.2e+07""",D+,"=""98114.577""","=""109529.028""","=""3d6.(3P2).5s""","=""4P""","=""3/2""","=""3d6.(3P2).5p""","=""4P*""","=""1/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""876.341""","=""0.003""","=""876.3442""","=""0.0003""","=""3.1""","=""""",,"=""93328.553""","=""104736.462""","=""3d6.(3F1).4p""","=""u 4F*""","=""3/2""","=""3d6.(3P2).4d""","=""2P""","=""1/2""",,"=""""","=""L18349c139""",
Fe,1,"=""876.39658""","=""0.00023""","=""876.39656""","=""0.00011""","=""3020""","=""""",,"=""37521.161""","=""48928.388""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d7.(4F).5s""","=""e 3F""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""876.4266""","=""0.0007""","=""876.42691""","=""0.00005""","=""9""","=""1.2e+07""",E,"=""98568.907""","=""109975.739""","=""3d6.(3H).5s""","=""e 4H""","=""7/2""","=""3d6.(3H).5p""","=""4G*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""876.6003""","=""0.0002""","=""876.60020""","=""0.00005""","=""30""","=""1.9e+07""",D,"=""98445.410""","=""109849.987""","=""3d6.(3H).5s""","=""e 4H""","=""9/2""","=""3d5.(2H).4s.4p.(3P*)""","=""4G*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""877.46337""","=""0.00008""","=""877.46332""","=""0.00010""","=""150""","=""""",,"=""103172.173""","=""114565.532""","=""3d6.(3G).5s""","=""f 4G""","=""5/2""","=""3d6.(3G).5p""","=""4H*""","=""7/2""",,"=""""","=""L18349c139""",
Fe,2,"=""877.5572""","=""0.0003""","=""877.55705""","=""0.00005""","=""25""","=""7.e+06""",D+,"=""90638.823""","=""102030.965""","=""3d6.(5D).5p""","=""4D*""","=""5/2""","=""3d6.(5D).6s""","=""6D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""878.43260""","=""0.00014""","=""878.43278""","=""0.00014""","=""50""","=""""",,"=""92602.711""","=""103983.496""","=""3d6.(3F1).4p""","=""u 2G*""","=""7/2""","=""3d6.(3G).5s""","=""e 2G""","=""7/2""",,"=""""","=""L18349c139""",
Fe,1,"=""878.44399""","=""0.00023""","=""878.44405""","=""0.00011""","=""145""","=""""",,"=""39969.853""","=""51350.492""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""879.05211""","=""0.00023""","=""879.05209""","=""0.00011""","=""427""","=""2.24e+07""",C,"=""40231.336""","=""51604.103""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""3""",,"=""T5720""","=""L11631""",
Fe,2,"=""879.20792""","=""0.00007""","=""879.20787""","=""0.00005""","=""90""","=""""",,"=""99573.244""","=""110943.996""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""","=""3d6.(3H).5p""","=""2H*""","=""9/2""",,"=""""","=""L18349c139""",
Fe,1,"=""879.33433""","=""0.00023""","=""879.33416""","=""0.00011""","=""3800""","=""""",,"=""37162.746""","=""48531.865""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).5s""","=""e 3F""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""879.64830""","=""0.00023""","=""879.64836""","=""0.00011""","=""95""","=""""",,"=""39969.853""","=""51334.911""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",,"=""""","=""L11631""",
Fe,5,"=""""","=""""","=""880.03""","=""0.05""","=""""","=""2.29e+00""",B,"=""25225.5""","=""36585.6""","=""3d4""","=""3H""","=""5""","=""3d4""","=""1G2""","=""4""",M1,"=""T9277""","=""""",
Fe,1,"=""880.46253""","=""0.00023""","=""880.46243""","=""0.00011""","=""355""","=""5.01e+04""",B,"=""18378.186""","=""29732.736""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""1""",,"=""T4187""","=""L11631""",
Fe,1,"=""880.81704""","=""0.00023""","=""880.81702""","=""0.00011""","=""170""","=""""",,"=""40404.518""","=""51754.497""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""1""",,"=""""","=""L11631""",
Fe,2,"=""880.89332""","=""0.00006""","=""880.89332""","=""0.00007""","=""140""","=""1.e+06""",E,"=""98445.410""","=""109794.406""","=""3d6.(3H).5s""","=""e 4H""","=""9/2""","=""3d5.(2G2).4s.4p.(3P*)""","=""4H*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""881.33709""","=""0.00004""","=""881.33713""","=""0.00005""","=""400""","=""2.6e+08""",D,"=""98568.907""","=""109912.188""","=""3d6.(3H).5s""","=""e 4H""","=""7/2""","=""3d6.(3H).5p""","=""4I*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""881.45184""","=""0.00004""","=""881.45191""","=""0.00007""","=""310bl(Fe I)""","=""1.2e+08""",D+,"=""98114.577""","=""109456.381""","=""3d6.(3P2).5s""","=""4P""","=""3/2""","=""3d6.(3P2).5p""","=""4P*""","=""3/2""",,"=""T6892c83""","=""L18349c148""",
Fe,1,"=""881.45185""","=""0.00023""","=""881.45082""","=""0.00017""","=""1050""","=""""",,"=""40871.412""","=""52213.230""","=""3d8""","=""3P""","=""2""","=""3d7.(2D2).4p""","=""t 3D*""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""881.6886""","=""0.0006""","=""881.68846""","=""0.00011""","=""32""","=""""",,"=""40231.336""","=""51570.097""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7S""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""881.9488""","=""0.0006""","=""881.94973""","=""0.00011""","=""91""","=""""",,"=""40404.518""","=""51739.920""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""881.9999""","=""0.0008""","=""881.99681""","=""0.00006""","=""12""","=""1.4e+06""",D+,"=""91208.892""","=""102543.689""","=""3d6.(5D).5p""","=""4F*""","=""3/2""","=""3d6.(5D).6s""","=""6D""","=""3/2""",,"=""T6892c83""","=""L18349c148""",
Fe,1,"=""882.42205""","=""0.00023""","=""882.42195""","=""0.00011""","=""23400""","=""2.47e+06""",C,"=""17726.988""","=""29056.324""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""",,"=""T5720""","=""L11631""",
Fe,2,"=""""","=""""","=""882.50515""","=""0.00025""","=""""","=""5.09e-01""",C+,"=""21581.6151""","=""32909.883""","=""3d6.(3H).4s""","=""a 4H""","=""9/2""","=""3d6.(1I).4s""","=""a 2I""","=""11/2""",M1,"=""T8961""","=""""",
Fe,2,"=""882.77579""","=""0.00004""","=""882.77579""","=""0.00005""","=""600""","=""3.4e+08""",C,"=""98294.909""","=""109619.704""","=""3d6.(3H).5s""","=""e 4H""","=""11/2""","=""3d6.(3H).5p""","=""4I*""","=""13/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""882.8087""","=""0.0006""","=""882.80915""","=""0.00011""","=""30""","=""""",,"=""39969.853""","=""51294.220""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""3""",,"=""""","=""L11631""",
Fe,2,"=""882.8867""","=""0.0007""","=""882.88696""","=""0.00009""","=""34""","=""1.0e+06""",D+,"=""79885.523""","=""91208.892""","=""3d6.(5D).5s""","=""e 4D""","=""5/2""","=""3d6.(5D).5p""","=""4F*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""882.9130""","=""0.0003""","=""882.91300""","=""0.00008""","=""22""","=""""",,"=""100749.825""","=""112072.860""","=""3d6.(3F2).5s""","=""e 2F""","=""5/2""","=""3d6.(3F2).5p""","=""4G*""","=""7/2""",,"=""""","=""L18349c139""",
Fe,3,"=""""","=""""","=""883.069""","=""0.011""","=""""","=""4.5e-02""",C+,"=""19404.42""","=""30725.46""","=""3d6""","=""a 3P""","=""2""","=""3d6""","=""3D""","=""1""",M1+E2,"=""u45""","=""""",
Fe,1,"=""883.2967""","=""0.0012""","=""883.29720""","=""0.00011""","=""28""","=""""",,"=""40052.035""","=""51370.145""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""883.39728""","=""0.00004""","=""883.39718""","=""0.00005""","=""500""","=""3.7e+08""",D,"=""98445.410""","=""109762.239""","=""3d6.(3H).5s""","=""e 4H""","=""9/2""","=""3d6.(3H).5p""","=""4I*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""883.77536""","=""0.00019""","=""883.77539""","=""0.00005""","=""40""","=""1.26e+07""",C+,"=""90386.533""","=""101698.519""","=""3d6.(5D).5p""","=""6F*""","=""9/2""","=""3d6.(5D).6s""","=""6D""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""""","=""""","=""883.809""","=""0.010""","=""""","=""2.6e-01""",C+,"=""19404.42""","=""30715.98""","=""3d6""","=""a 3P""","=""2""","=""3d6""","=""3D""","=""2""",M1,"=""u45""","=""""",
Fe,1,"=""883.82987""","=""0.00023""","=""883.82962""","=""0.00018""","=""331""","=""""",,"=""46901.832""","=""58213.124""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""","=""3d6.4s.(4D).4d""","=""5P""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""883.84284""","=""0.00023""","=""883.84282""","=""0.00011""","=""3720""","=""1.15e+06""",C,"=""23051.750""","=""34362.873""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""1""",,"=""T5720""","=""L11631""",
Fe,2,"=""883.90626""","=""0.00007""","=""883.90620""","=""0.00010""","=""100""","=""1.1e+05""",D,"=""92899.306""","=""104209.618""","=""3d6.(3F1).4p""","=""4D*""","=""5/2""","=""3d6.(3H).4d""","=""2F""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""884.67401""","=""0.00023""","=""884.67399""","=""0.00011""","=""347""","=""""",,"=""40404.518""","=""51705.014""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""884.70391""","=""0.00004""","=""884.70398""","=""0.00005""","=""700""","=""2.0e+08""",E,"=""97507.414""","=""108807.527""","=""3d6.(3P2).5s""","=""4P""","=""5/2""","=""3d6.(3P2).5p""","=""4P*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""884.902""","=""0.002""","=""884.90194""","=""0.00024""","=""8""","=""""",,"=""98354.656""","=""109652.241""","=""3d5.(4D).4s.4p.(3P*)""","=""4F*""","=""5/2""","=""3d6.(3D).5s""","=""2D""","=""5/2""",,"=""""","=""L18349c139""",
Fe,1,"=""884.9750""","=""0.0012""","=""884.97487""","=""0.00018""","=""26""","=""""",,"=""43079.023""","=""54375.677""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""1""","=""3d7.(4F).4d""","=""f 5G""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""""","=""""","=""885.1154""","=""0.0003""","=""""","=""1.3e-01""",E,"=""20516.9534""","=""31811.814""","=""3d7""","=""a 2D2""","=""5/2""","=""3d7""","=""b 2F""","=""5/2""",M1,"=""T8961""","=""""",
Fe,2,"=""885.6714""","=""0.0007""","=""885.66974""","=""0.00010""","=""40""","=""""",,"=""72524.561""","=""83812.352""","=""3d6.(3D).4p""","=""w 4D*""","=""3/2""","=""3d6.(5D).4d""","=""6D""","=""5/2""",,"=""""","=""L18349c139""",
Fe,2,"=""886.0619""","=""0.0014""","=""886.06482""","=""0.00007""","=""7""","=""""",,"=""103024.341""","=""114307.099""","=""3d6.(5D<4>).4f""","=""2[2]*""","=""5/2""","=""3d6.(5D).6d""","=""6F""","=""5/2""",,"=""""","=""L18349c139""",
Fe,2,"=""""","=""""","=""886.1426""","=""0.0003""","=""""","=""5.84e-02""",D,"=""26932.7348""","=""38214.503""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""","=""3d6.(1D2).4s""","=""c 2D""","=""3/2""",M1,"=""T8961""","=""""",
Fe,2,"=""886.1792""","=""0.0009""","=""886.17920""","=""0.00013""","=""70""","=""""",,"=""43620.9842""","=""54902.286""","=""3d6.(5D).4p""","=""z 6P*""","=""3/2""","=""3d6.(3P1).4s""","=""c 2P""","=""3/2""",,"=""""","=""L18349c139""",
Fe,2,"=""886.19653""","=""0.00005""","=""886.19662""","=""0.00006""","=""160""","=""1.1e+08""",D,"=""98568.907""","=""109849.987""","=""3d6.(3H).5s""","=""e 4H""","=""7/2""","=""3d5.(2H).4s.4p.(3P*)""","=""4G*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""886.2051""","=""0.0006""","=""886.20495""","=""0.00018""","=""69""","=""""",,"=""43210.025""","=""54490.999""","=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""","=""2""","=""3d7.(4F).4d""","=""e 5H""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""886.3588""","=""0.0006""","=""886.35871""","=""0.00011""","=""47""","=""""",,"=""40052.035""","=""51331.052""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""886.69324""","=""0.00024""","=""886.69306""","=""0.00011""","=""5400""","=""""",,"=""36686.176""","=""47960.940""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).5s""","=""e 3F""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""886.7976""","=""0.0004""","=""886.79617""","=""0.00007""","=""12""","=""""",,"=""103125.717""","=""114399.170""","=""3d6.(5D<4>).4f""","=""2[1]*""","=""1/2""","=""3d6.(5D).6d""","=""114399""","=""3/2""",,"=""""","=""L18349c139""",
Fe,1,"=""886.84284""","=""0.00024""","=""886.84298""","=""0.00011""","=""204""","=""""",,"=""24338.767""","=""35611.625""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d7.(4F).4p""","=""z 5G*""","=""3""",,"=""""","=""L11631""",
Fe,2,"=""887.0345""","=""0.0010""","=""887.03278""","=""0.00008""","=""10""","=""""",,"=""103600.428""","=""114870.874""","=""3d6.(3H).4d""","=""4G""","=""11/2""","=""3d6.(3G).5p""","=""4G*""","=""11/2""",,"=""""","=""L18349c139""",
Fe,2,"=""887.14075""","=""0.00011""","=""887.14069""","=""0.00006""","=""50""","=""""",,"=""103608.921""","=""114877.996""","=""3d6.(3G).5s""","=""e 2G""","=""9/2""","=""3d6.(3G).5p""","=""2G*""","=""9/2""",,"=""""","=""L18349c139""",
Fe,2,"=""887.5739""","=""0.0006""","=""887.57396""","=""0.00007""","=""10""","=""5.e+06""",D+,"=""91070.566""","=""102334.140""","=""3d6.(5D).5p""","=""4F*""","=""5/2""","=""3d6.(5D).6s""","=""6D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""887.60235""","=""0.00024""","=""887.60241""","=""0.00011""","=""170""","=""""",,"=""40491.284""","=""51754.497""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""0""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""1""",,"=""""","=""L11631""",
Fe,1,"=""887.8243""","=""0.0012""","=""887.82502""","=""0.00011""","=""44""","=""""",,"=""24118.819""","=""35379.208""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""5""",,"=""""","=""L11631""",
Fe,1,"=""887.8750""","=""0.0016""","=""887.87485""","=""0.00011""","=""40bl""","=""""",,"=""33801.572""","=""45061.329""","=""3d7.(4F).4p""","=""y 5D*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""887.8946""","=""0.0006""","=""887.89441""","=""0.00011""","=""28""","=""""",,"=""20874.482""","=""32133.991""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""888.21281""","=""0.00012""","=""888.21271""","=""0.00007""","=""50""","=""""",,"=""103418.280""","=""114673.754""","=""3d6.(5D<3>).4f""","=""2[0]*""","=""1/2""","=""3d6.(5D).6d""","=""114673""","=""1/2""",,"=""""","=""L18349c139""",
Fe,2,"=""""","=""""","=""888.56643""","=""0.00015""","=""""","=""3.15e-01""",C+,"=""16369.4098""","=""27620.4033""","=""3d7""","=""a 2G""","=""7/2""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""",M1+E2,"=""T8961""","=""""",
Fe,2,"=""888.6174""","=""0.0005""","=""888.61788""","=""0.00006""","=""12""","=""7.e+06""",D+,"=""90780.623""","=""102030.965""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).6s""","=""6D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""889.1404""","=""0.0016""","=""889.14037""","=""0.00018""","=""32bl""","=""""",,"=""43022.985""","=""54266.716""","=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""","=""4""","=""3d7.(4F).4d""","=""e 3H""","=""5""",,"=""""","=""L11631""",
Fe,2,"=""889.1928""","=""""","=""889.19283""","=""0.00007""","="":""","=""8.24e-02""",B,"=""2430.1369""","=""13673.2045""","=""3d7""","=""a 4F""","=""7/2""","=""3d7""","=""a 4P""","=""3/2""",E2,"=""T9588,T10588c104""","=""L22747,L22760""",
Fe,2,"=""889.7802""","=""0.0003""","=""889.78026""","=""0.00010""","=""70""","=""1.8e+05""",D,"=""62158.126""","=""73393.771""","=""3d6.(3F2).4p""","=""y 4F*""","=""9/2""","=""3d5.4s2""","=""4F""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""890.2924""","=""0.0006""","=""890.29238""","=""0.00011""","=""28""","=""""",,"=""40231.336""","=""51460.518""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""3""",,"=""""","=""L11631""",
Fe,2,"=""890.4779""","=""0.0006""","=""890.47905""","=""0.00006""","=""9""","=""4.2e+06""",D+,"=""91167.936""","=""102394.764""","=""3d6.(5D).5p""","=""w 6P*""","=""7/2""","=""3d6.(5D).6s""","=""4D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""890.5994""","=""0.0006""","=""890.59908""","=""0.00011""","=""115""","=""""",,"=""40842.154""","=""52067.469""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""891.2603""","=""0.0007""","=""891.26313""","=""0.00024""","=""110""","=""""",,"=""38858.9696""","=""50075.921""","=""3d6.(5D).4p""","=""z 6D*""","=""5/2""","=""3d6.(3F1).4s""","=""c 4F""","=""3/2""",,"=""""","=""L18349c145""",
Fe,2,"=""891.3820""","=""0.0007""","=""891.3823""","=""0.0006""","=""8""","=""""",,"=""98596.488""","=""109811.940""","=""3d5.(4D).4s.4p.(3P*)""","=""4F*""","=""9/2""","=""3d6.(3G).4d""","=""4F""","=""9/2""",,"=""""","=""L18349c139""",
Fe,2,"=""892.00129""","=""0.00004""","=""891.99914""","=""0.00008""","=""180bl(Fe I)""","=""""",,"=""102887.172""","=""114094.868""","=""3d6.(5D<4>).4f""","=""2[4]*""","=""7/2""","=""3d6.(5D<0>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L18349c148""",
Fe,1,"=""892.00131""","=""0.00024""","=""892.00129""","=""0.00011""","=""560""","=""""",,"=""40842.154""","=""52049.823""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""892.2651""","=""0.0006""","=""892.26505""","=""0.00011""","=""55""","=""""",,"=""40257.314""","=""51461.670""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""892.66574""","=""0.00008""","=""""","=""""","=""1320""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L11631""",
Fe,2,"=""892.66574""","=""0.00004""","=""892.66572""","=""0.00006""","=""1100""","=""1.35e+08""",B+,"=""79439.496""","=""90638.823""","=""3d6.(5D).5s""","=""e 4D""","=""7/2""","=""3d6.(5D).5p""","=""4D*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""892.6977""","=""0.0003""","=""892.69808""","=""0.00013""","=""7""","=""""",,"=""94031.370""","=""105230.291""","=""3d5.(4D).4s.4p.(3P*)""","=""6D*""","=""1/2""","=""3d6.(5D).5d""","=""4D""","=""3/2""",,"=""""","=""L18349c139""",
Fe,1,"=""892.90771""","=""0.00024""","=""892.90753""","=""0.00011""","=""372""","=""1.07e+07""",C+,"=""41018.051""","=""52214.345""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",,"=""T6110""","=""L11631""",
Fe,2,"=""""","=""""","=""893.14750""","=""0.00019""","=""""","=""3.72e-02""",C,"=""20805.7632""","=""31999.049""","=""3d7""","=""a 2H""","=""9/2""","=""3d7""","=""b 2F""","=""7/2""",E2,"=""T9907""","=""""",
Fe,2,"=""893.1788""","=""0.0008""","=""893.18204""","=""0.00009""","=""10""","=""""",,"=""72619.499""","=""83812.352""","=""3d6.(3D).4p""","=""w 4D*""","=""5/2""","=""3d6.(5D).4d""","=""6D""","=""5/2""",,"=""""","=""L18349c145""",
Fe,2,"=""893.5991""","=""0.0004""","=""893.5993""","=""0.0003""","=""2.1""","=""""",,"=""102340.464""","=""113528.091""","=""3d5.(2I).4s.4p.(3P*)""","=""4K*""","=""11/2""","=""3d6.(5D).6d""","=""6F""","=""11/2""",,"=""""","=""L18349c139""",
Fe,2,"=""893.80581""","=""0.00019""","=""893.80571""","=""0.00006""","=""18""","=""2.6e+06""",D+,"=""79885.523""","=""91070.566""","=""3d6.(5D).5s""","=""e 4D""","=""5/2""","=""3d6.(5D).5p""","=""4F*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""894.0331""","=""0.0006""","=""894.03352""","=""0.00011""","=""1260""","=""""",,"=""39625.804""","=""50807.997""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""894.2895""","=""0.0006""","=""894.28927""","=""0.00011""","=""60""","=""""",,"=""39969.853""","=""51148.848""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""894.30633""","=""0.00024""","=""894.30647""","=""0.00011""","=""102""","=""""",,"=""22838.323""","=""34017.103""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4F).4p""","=""y 5D*""","=""1""",,"=""""","=""L11631""",
Fe,1,"=""894.51895""","=""0.00024""","=""894.51893""","=""0.00011""","=""1170""","=""""",,"=""40594.432""","=""51770.557""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""4""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""894.62613""","=""0.00024""","=""894.62603""","=""0.00011""","=""56""","=""""",,"=""22946.816""","=""34121.603""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4F).4p""","=""y 5D*""","=""0""",,"=""""","=""L11631""",
Fe,1,"=""895.01883""","=""0.00024""","=""895.01881""","=""0.00011""","=""65""","=""""",,"=""33507.123""","=""44677.006""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""895.0273""","=""0.0008""","=""895.02522""","=""0.00009""","=""15""","=""""",,"=""62322.445""","=""73492.248""","=""3d6.(3H).4p""","=""z 2G*""","=""7/2""","=""3d5.4s2""","=""4F""","=""7/2""",,"=""""","=""L18349c148""",
Fe,1,"=""895.0615""","=""0.0006""","=""895.06080""","=""0.00018""","=""68""","=""""",,"=""43210.025""","=""54379.384""","=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""","=""2""","=""3d7.(4F).4d""","=""e 3G""","=""3""",,"=""""","=""L11631""",
Fe,2,"=""""","=""""","=""895.12999""","=""0.00018""","=""""","=""9.44e-03""",C,"=""20830.5534""","=""31999.049""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d7""","=""b 2F""","=""7/2""",M1,"=""T8961""","=""""",
Fe,2,"=""895.31370""","=""0.00010""","=""895.31370""","=""0.00009""","=""13""","=""9.66e+06""",C+,"=""91167.936""","=""102334.140""","=""3d6.(5D).5p""","=""w 6P*""","=""7/2""","=""3d6.(5D).6s""","=""6D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
