element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,2,"=""329.5240""","=""0.0015""","=""329.523739""","=""0.000011""","=""600""","=""2.9e+06""",D,"=""31387.9788""","=""61726.069""","=""3d6.(3D).4s""","=""b 4D""","=""5/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""7/2""",,"=""T6892c83""","=""L7357""",
Fe,2,"=""329.58188""","=""0.00013""","=""329.581805""","=""0.000015""","=""700""","=""8.16e+05""",B,"=""8680.4706""","=""39013.2160""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 6D*""","=""3/2""",,"=""T7589""","=""L18349c139""",
Fe,1,"=""329.64635""","=""0.00009""","=""329.646344""","=""0.000024""","=""720""","=""""",,"=""20874.482""","=""51201.289""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d7.(2D2).4p""","=""v 3F*""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""329.7877""","=""0.0002""","=""329.78790""","=""0.00003""","=""700""","=""4.0e+06""",D,"=""31811.814""","=""62125.604""","=""3d7""","=""b 2F""","=""5/2""","=""3d6.(3P2).4p""","=""z 2D*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""329.8132""","=""0.0003""","=""329.813198""","=""0.000015""","=""5800bl""","=""4.50e+07""",C,"=""17927.382""","=""48238.847""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""2""",,"=""T5720""","=""L11631""",
Fe,2,"=""330.0090""","=""0.0004""","=""330.008860""","=""0.000022""","=""130""","=""3.5e+07""",D+,"=""75915.080""","=""106208.574""","=""3d6.(3D).4p""","=""w 2F*""","=""5/2""","=""3d6.(3F2).4d""","=""2F""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""330.0196""","=""0.0012""","=""330.0208""","=""0.0007""","=""99""","=""""",,"=""121241.90""","=""151534.30""","=""3d5.(4D).4p""","=""5F*""","=""4""","=""3d5.(6S).4d""","=""5D""","=""3""",,"=""""","=""L1171""",
Fe,1,"=""330.12192""","=""0.00016""","=""330.121859""","=""0.000024""","=""363""","=""""",,"=""22946.816""","=""53229.941""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(2D2).4p""","=""v 3P*""","=""1""",,"=""""","=""L11631""",
Fe,3,"=""""","=""""","=""330.1582""","=""0.0012""","=""""","=""1.2e-01""",D+,"=""436.19""","=""30715.98""","=""3d6""","=""5D""","=""3""","=""3d6""","=""3D""","=""2""",M1,"=""u45""","=""""",
Fe,2,"=""330.18540""","=""0.00007""","=""330.185806""","=""0.000018""","=""2400""","=""""",,"=""30764.4737""","=""61041.734""","=""3d6.(3G).4s""","=""b 2G""","=""7/2""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""",,"=""""","=""L18349c145""",
Fe,3,"=""330.2567""","=""0.0012""","=""330.2561""","=""0.0004""","=""41""","=""""",,"=""105929.25""","=""136200.07""","=""3d5.(b 2D).4s""","=""3D""","=""3""","=""3d5.(a 2D).4p""","=""1F*""","=""3""",,"=""""","=""L1171""",
Fe,2,"=""330.2861""","=""0.0015""","=""330.285755""","=""0.000007""","=""130""","=""2.2e+05""",C+,"=""8391.9554""","=""38660.0537""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 6D*""","=""7/2""",,"=""T7589""","=""L7357,L18198""",
Fe,2,"=""330.3466""","=""0.0015""","=""330.346503""","=""0.000010""","=""70""","=""1.3e+05""",C,"=""8846.7837""","=""39109.3161""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""","=""3d6.(5D).4p""","=""z 6D*""","=""1/2""",,"=""T7589""","=""L7357,L18198""",
Fe,1,"=""330.35294""","=""0.00016""","=""330.353003""","=""0.000016""","=""457""","=""""",,"=""17550.181""","=""47812.118""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""330.35687""","=""0.00016""","=""330.356867""","=""0.000016""","=""580""","=""1.02e+07""",D+,"=""24338.767""","=""54600.350""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""3""",,"=""T5720""","=""L11631""",
Fe,3,"=""330.3597""","=""0.0024""","=""330.3562""","=""0.0004""","=""50""","=""""",,"=""87902.06""","=""118163.70""","=""3d5.(a 2F).4s""","=""1F""","=""3""","=""3d5.(4G).4p""","=""3F*""","=""2""",,"=""""","=""L1171""",
Fe,3,"=""330.4302""","=""0.0012""","=""330.4301""","=""0.0007""","=""290""","=""1.0e+07""",D,"=""98662.78""","=""128917.66""","=""3d5.(2S).4s""","=""3S""","=""1""","=""3d5.(4D).4p""","=""3P*""","=""2""",,"=""T6105""","=""L1171""",
Fe,2,"=""330.4428""","=""0.0002""","=""330.44280""","=""0.00003""","=""200""","=""1.6e+06""",D+,"=""31811.814""","=""62065.528""","=""3d7""","=""b 2F""","=""5/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""7/2""",,"=""T7461""","=""L18196""",
Fe,3,"=""330.5220""","=""0.0012""","=""330.5212""","=""0.0004""","=""640""","=""9.8e+06""",D,"=""83359.20""","=""113605.74""","=""3d5.(4F).4s""","=""5F""","=""2""","=""3d5.(4G).4p""","=""5G*""","=""3""",,"=""T6105""","=""L1171""",
Fe,1,"=""330.58519""","=""0.00016""","=""330.585214""","=""0.000016""","=""427""","=""""",,"=""24506.917""","=""54747.598""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""2""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""1""",,"=""""","=""L11631""",
Fe,1,"=""330.59705""","=""0.00003""","=""330.597065""","=""0.000016""","=""36300""","=""2.84e+08""",B,"=""17726.988""","=""47966.585""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""3""",,"=""T5720""","=""L11631""",
Fe,1,"=""330.60806""","=""0.00022""","=""330.608118""","=""0.000016""","=""200""","=""""",,"=""24118.819""","=""54357.405""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d7.(4F).5p""","=""3G*""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""330.63393""","=""0.00003""","=""330.63420""","=""0.00003""","=""16200""","=""5.17e+08""",B,"=""24574.655""","=""54810.856""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 1G*""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""330.63545""","=""0.00003""","=""330.635695""","=""0.000016""","=""30200""","=""2.42e+08""",B,"=""17927.382""","=""48163.446""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""2""",,"=""T5720""","=""L11631""",
Fe,1,"=""330.64816""","=""0.00009""","=""330.64823""","=""0.00003""","=""910""","=""""",,"=""26623.735""","=""56858.653""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d6.(1G2).4s.4p.(3P*)""","=""u 3F*""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""330.65849""","=""0.00022""","=""330.658683""","=""0.000025""","=""209""","=""""",,"=""23783.619""","=""54017.581""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d7.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L11631""",
Fe,3,"=""330.6991""","=""0.0012""","=""330.6988""","=""0.0004""","=""110""","=""6.e+06""",D,"=""114340.26""","=""144570.55""","=""3d5.(b 2G).4s""","=""3G""","=""4""","=""3d5.(b 2F).4p""","=""3F*""","=""3""",,"=""T6105""","=""L1171""",
Fe,1,"=""330.70051""","=""0.00009""","=""330.700567""","=""0.000025""","=""810""","=""""",,"=""23783.619""","=""54013.752""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3D).4s.4p.(3P*)""","=""5F*""","=""5""",,"=""""","=""L11631""",
Fe,2,"=""330.71448""","=""0.00007""","=""330.714340""","=""0.000015""","=""320""","=""2.e+06""",D,"=""80178.005""","=""110406.879""","=""3d6.(5D).5s""","=""e 4D""","=""3/2""","=""3d6.(3F2).5p""","=""4F*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""330.72334""","=""0.00003""","=""330.72333""","=""0.00003""","=""8300""","=""2.56e+08""",B+,"=""26105.908""","=""56333.960""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(1I).4s.4p.(3P*)""","=""u 3H*""","=""6""",,"=""T5720""","=""L11631""",
Fe,3,"=""330.7547""","=""0.0012""","=""330.7555""","=""0.0004""","=""120""","=""""",,"=""83359.20""","=""113584.31""","=""3d5.(4F).4s""","=""5F""","=""2""","=""3d5.(4G).4p""","=""5G*""","=""2""",,"=""""","=""L1171""",
Fe,3,"=""""","=""""","=""330.7586""","=""0.0014""","=""""","=""1.4e+01""",C,"=""20051.36""","=""50276.19""","=""3d6""","=""3H""","=""6""","=""3d6""","=""b 3F""","=""4""",E2,"=""u45""","=""""",
Fe,1,"=""330.76859""","=""0.00009""","=""330.768582""","=""0.000025""","=""650""","=""""",,"=""24180.862""","=""54404.779""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""3""",,"=""""","=""L11631""",
Fe,3,"=""330.7824""","=""0.0012""","=""330.7829""","=""0.0005""","=""25""","=""""",,"=""105895.34""","=""136117.95""","=""3d5.(b 2D).4s""","=""3D""","=""1""","=""3d5.(4F).4p""","=""5F*""","=""2""",,"=""""","=""L1171""",
Fe,3,"=""330.9020""","=""0.0012""","=""330.9026""","=""0.0005""","=""25""","=""""",,"=""105906.27""","=""136117.95""","=""3d5.(b 2D).4s""","=""3D""","=""2""","=""3d5.(4F).4p""","=""5F*""","=""2""",,"=""""","=""L1171""",
Fe,2,"=""330.9306""","=""0.0002""","=""330.930440""","=""0.000014""","=""100""","=""""",,"=""83136.508""","=""113345.643""","=""3d6.(5D).4d""","=""e 6F""","=""7/2""","=""3d6.(5D<3>).5f""","=""2[4]*""","=""9/2""",,"=""""","=""L18349c139""",
Fe,1,"=""331.03410""","=""0.00003""","=""331.03412""","=""0.00003""","=""2090""","=""4.16e+07""",C+,"=""23783.619""","=""53983.293""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""5""",,"=""T5720""","=""L11631""",
Fe,1,"=""331.04905""","=""0.00009""","=""331.049027""","=""0.000025""","=""1100""","=""5.55e+07""",C+,"=""26224.969""","=""56423.283""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d6.(1I).4s.4p.(3P*)""","=""u 3H*""","=""4""",,"=""T5720""","=""L11631""",
Fe,3,"=""331.1016""","=""0.0020""","=""331.1016""","=""0.0008""","=""27""","=""""",,"=""109570.98""","=""139764.50""","=""3d5.(b 2D).4s""","=""1D""","=""2""","=""3d5.(a 2F).4p""","=""1D*""","=""2""",,"=""""","=""L1171""",
Fe,3,"=""331.1536""","=""0.0020""","=""331.1545""","=""0.0005""","=""25""","=""""",,"=""105929.25""","=""136117.95""","=""3d5.(b 2D).4s""","=""3D""","=""3""","=""3d5.(4F).4p""","=""5F*""","=""2""",,"=""""","=""L1171""",
Fe,1,"=""331.22213""","=""0.00016""","=""331.222254""","=""0.000016""","=""309""","=""""",,"=""24118.819""","=""54301.340""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3D).4s.4p.(3P*)""","=""5D*""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""331.28054""","=""0.00018""","=""331.280549""","=""0.000016""","=""70""","=""""",,"=""83459.721""","=""113636.931""","=""3d6.(5D).4d""","=""e 6F""","=""3/2""","=""3d6.(5D<2>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L18349c139""",
Fe,2,"=""331.3090""","=""0.0005""","=""331.30902""","=""0.00003""","=""120""","=""4.1e+07""",D+,"=""75600.900""","=""105775.517""","=""3d6.(3D).4p""","=""w 2F*""","=""7/2""","=""3d6.(3F2).4d""","=""2F""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
Fe,3,"=""""","=""""","=""331.3284""","=""0.0014""","=""""","=""3.e+00""",D+,"=""19404.42""","=""49577.27""","=""3d6""","=""a 3P""","=""2""","=""3d6""","=""b 3P""","=""1""",M1+E2,"=""u45""","=""""",
Fe,2,"=""331.3996""","=""0.0015""","=""331.398911""","=""0.000009""","=""50aff(Fe I)""","=""5.6e+04""",E,"=""8846.7837""","=""39013.2160""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""","=""3d6.(5D).4p""","=""z 6D*""","=""3/2""",,"=""T6892c83""","=""L7357""",
Fe,1,"=""331.40660""","=""0.00016""","=""331.40654""","=""0.00003""","=""302""","=""""",,"=""27543.003""","=""57708.741""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d6.(3D).4s.4p.(3P*)""","=""t 3F*""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""331.44426""","=""0.00009""","=""331.444293""","=""0.000025""","=""1200""","=""""",,"=""21038.987""","=""51201.289""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d7.(2D2).4p""","=""v 3F*""","=""2""",,"=""""","=""L11631""",
Fe,2,"=""331.474099""","=""0.000015""","=""331.474098""","=""0.000016""","=""4000bl(Fe I)""","=""""",,"=""78844.031""","=""109003.621""","=""3d6.(5D).5s""","=""e 6D""","=""1/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4D*""","=""3/2""",,"=""""","=""L18349c148""",
Fe,1,"=""331.47411""","=""0.00003""","=""331.474131""","=""0.000025""","=""5900""","=""5.08e+08""",B+,"=""26623.735""","=""56783.322""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d6.(1G2).4s.4p.(3P*)""","=""u 3F*""","=""3""",,"=""T5720""","=""L11631""",
Fe,3,"=""331.5846""","=""0.0012""","=""331.5843""","=""0.0006""","=""72""","=""""",,"=""114352.21""","=""144501.78""","=""3d5.(b 2G).4s""","=""3G""","=""3""","=""3d5.(b 2F).4p""","=""3F*""","=""2""",,"=""""","=""L1171""",
Fe,1,"=""331.71207""","=""0.00009""","=""331.712093""","=""0.000016""","=""1580""","=""9.33e+06""",B,"=""18378.186""","=""48516.138""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""1""",,"=""T4187""","=""L11631""",
Fe,2,"=""""","=""""","=""331.838750""","=""0.000023""","=""""","=""3.8e-01""",E,"=""1872.5998""","=""31999.049""","=""3d7""","=""a 4F""","=""9/2""","=""3d7""","=""b 2F""","=""7/2""",M1,"=""T8961""","=""""",
Fe,3,"=""""","=""""","=""331.9228""","=""0.0014""","=""""","=""2.9e-01""",C,"=""738.87""","=""30857.69""","=""3d6""","=""5D""","=""2""","=""3d6""","=""3D""","=""3""",M1,"=""u45""","=""""",
Fe,1,"=""331.92529""","=""0.00009""","=""331.925278""","=""0.000016""","=""980""","=""3.36e+07""",C,"=""24118.819""","=""54237.415""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""4""",,"=""T5720""","=""L11631""",
Fe,3,"=""332.0276""","=""0.0012""","=""332.0268""","=""0.0006""","=""42""","=""""",,"=""109570.98""","=""139680.37""","=""3d5.(b 2D).4s""","=""1D""","=""2""","=""3d5.(4F).4p""","=""3G*""","=""3""",,"=""""","=""L1171""",
Fe,1,"=""332.06428""","=""0.00009""","=""332.064332""","=""0.000025""","=""560""","=""""",,"=""19621.006""","=""49726.990""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(2G).4p""","=""y 3H*""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""332.07522""","=""0.00006""","=""332.075275""","=""0.000016""","=""500""","=""""",,"=""77861.650""","=""107966.642""","=""3d6.(5D).5s""","=""e 6D""","=""9/2""","=""3d5.(4F).4s.4p.(3P*)""","=""6D*""","=""9/2""",,"=""""","=""L18349c139""",
Fe,1,"=""332.07736""","=""0.00017""","=""332.077470""","=""0.000025""","=""479""","=""""",,"=""24506.917""","=""54611.710""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""2""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""332.24727""","=""0.00009""","=""332.247325""","=""0.000016""","=""1550""","=""9.03e+07""",B,"=""23711.456""","=""53800.859""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""5""",,"=""T5720""","=""L11631""",
Fe,2,"=""332.30628""","=""0.00009""","=""332.306236""","=""0.000021""","=""1300""","=""1.4e+07""",D+,"=""31999.049""","=""62083.118""","=""3d7""","=""b 2F""","=""7/2""","=""3d6.(3H).4p""","=""z 2G*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""332.37362""","=""0.00009""","=""332.373598""","=""0.000025""","=""4370""","=""1.4e+08""",D+,"=""22838.323""","=""52916.295""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(2D2).4p""","=""v 3P*""","=""2""",,"=""T2491n""","=""L11631""",
Fe,1,"=""332.43701""","=""0.00017""","=""332.436920""","=""0.000025""","=""479""","=""""",,"=""26351.040""","=""56423.283""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(1I).4s.4p.(3P*)""","=""u 3H*""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""332.45364""","=""0.00003""","=""332.453603""","=""0.000016""","=""2880""","=""1.89e+07""",B,"=""19390.168""","=""49460.902""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d7.(2G).4p""","=""v 3G*""","=""5""",,"=""T5720""","=""L11631""",
Fe,3,"=""332.4732""","=""0.0012""","=""332.4735""","=""0.0008""","=""79""","=""""",,"=""121469.06""","=""151537.99""","=""3d5.(4D).4p""","=""5F*""","=""5""","=""3d5.(6S).4d""","=""5D""","=""4""",,"=""""","=""L1171""",
Fe,1,"=""332.47818""","=""0.00022""","=""332.478360""","=""0.000016""","=""219""","=""""",,"=""23783.619""","=""53852.114""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d7.(4F).5p""","=""5G*""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""332.5006""","=""0.0002""","=""332.500653""","=""0.000018""","=""320""","=""2.7e+06""",C,"=""31999.049""","=""62065.528""","=""3d7""","=""b 2F""","=""7/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""7/2""",,"=""T7461""","=""L18196""",
Fe,1,"=""332.54644""","=""0.00009""","=""332.546445""","=""0.000016""","=""2190""","=""1.66e+07""",C+,"=""19788.251""","=""49850.590""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(2G).4p""","=""v 3G*""","=""3""",,"=""T5720""","=""L11631""",
Fe,3,"=""332.5538""","=""0.0020""","=""332.5547""","=""0.0008""","=""24""","=""""",,"=""105929.25""","=""135990.84""","=""3d5.(b 2D).4s""","=""3D""","=""3""","=""3d5.(4F).4p""","=""5F*""","=""4""",,"=""""","=""L1171""",
Fe,1,"=""332.74955""","=""0.00017""","=""332.749495""","=""0.000025""","=""630""","=""""",,"=""19390.168""","=""49434.163""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d7.(2G).4p""","=""y 3H*""","=""6""",,"=""""","=""L11631""",
Fe,2,"=""332.82883""","=""0.00003""","=""332.828872""","=""0.000017""","=""600""","=""""",,"=""82853.704""","=""112890.534""","=""3d6.(5D).4d""","=""e 6F""","=""11/2""","=""3d6.(5D<4>).5f""","=""2[6]*""","=""13/2""",,"=""""","=""L18349c139""",
Fe,1,"=""332.88657""","=""0.00003""","=""332.886592""","=""0.000025""","=""6800""","=""2.43e+08""",B+,"=""26351.040""","=""56382.662""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(1I).4s.4p.(3P*)""","=""u 3H*""","=""5""",,"=""T5720""","=""L11631""",
Fe,1,"=""332.95227""","=""0.00017""","=""332.952305""","=""0.000016""","=""620""","=""""",,"=""24574.655""","=""54600.350""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""3""",,"=""""","=""L11631""",
Fe,2,"=""332.95863""","=""0.00007""","=""332.958781""","=""0.000017""","=""230""","=""""",,"=""82853.704""","=""112878.815""","=""3d6.(5D).4d""","=""e 6F""","=""11/2""","=""3d6.(5D<4>).5f""","=""2[5]*""","=""11/2""",,"=""""","=""L18349c139""",
Fe,3,"=""332.9899""","=""0.0012""","=""332.9896""","=""0.0006""","=""280""","=""3.5e+06""",D,"=""88664.08""","=""118686.41""","=""3d5.(2H).4s""","=""3H""","=""4""","=""3d5.(4G).4p""","=""3H*""","=""4""",,"=""T6105""","=""L1171""",
Fe,1,"=""333.16109""","=""0.00009""","=""333.161103""","=""0.000016""","=""1100""","=""1.60e+07""",B,"=""19621.006""","=""49627.884""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(2G).4p""","=""v 3G*""","=""4""",,"=""T5720""","=""L11631""",
Fe,3,"=""333.162""","=""0.003""","=""333.1626""","=""0.0006""","=""140bl(Fe I)""","=""""",,"=""114325.49""","=""144332.23""","=""3d5.(b 2G).4s""","=""3G""","=""5""","=""3d5.(b 2F).4p""","=""1G*""","=""4""",,"=""""","=""L1171""",
Fe,1,"=""333.17748""","=""0.00024""","=""333.177547""","=""0.000025""","=""760bl""","=""""",,"=""20037.816""","=""50043.213""","=""3d6.4s2""","=""a 3P2""","=""0""","=""3d7.(2P).4p""","=""w 3P*""","=""1""",,"=""""","=""L11631""",
Fe,3,"=""""","=""""","=""333.2985""","=""0.0012""","=""""","=""1.1e+01""",C,"=""20300.59""","=""50295.10""","=""3d6""","=""3H""","=""5""","=""3d6""","=""b 3F""","=""3""",E2,"=""u45""","=""""",
Fe,3,"=""333.332""","=""0.003""","=""333.3267""","=""0.0004""","=""46*""","=""""",,"=""114340.26""","=""144332.23""","=""3d5.(b 2G).4s""","=""3G""","=""4""","=""3d5.(b 2F).4p""","=""1G*""","=""4""",,"=""""","=""L1171""",
Fe,3,"=""333.332""","=""0.003""","=""333.3314""","=""0.0006""","=""46*""","=""""",,"=""88694.86""","=""118686.41""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(4G).4p""","=""3H*""","=""4""",,"=""""","=""L1171""",
Fe,3,"=""""","=""""","=""333.3865""","=""0.0016""","=""""","=""4.5e-03""",D,"=""738.87""","=""30725.46""","=""3d6""","=""5D""","=""2""","=""3d6""","=""3D""","=""1""",M1+E2,"=""u45""","=""""",
Fe,1,"=""333.42174""","=""0.00009""","=""333.421754""","=""0.000025""","=""790""","=""5.40e+06""",C+,"=""19621.006""","=""49604.427""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d7.(2G).4p""","=""y 3H*""","=""5""",,"=""T5720""","=""L11631""",
Fe,1,"=""333.42716""","=""0.00022""","=""333.42733""","=""0.00004""","=""257""","=""""",,"=""26351.040""","=""56333.960""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(1I).4s.4p.(3P*)""","=""u 3H*""","=""6""",,"=""""","=""L11631""",
Fe,3,"=""""","=""""","=""333.4920""","=""0.0014""","=""""","=""4.7e-01""",C,"=""738.87""","=""30715.98""","=""3d6""","=""5D""","=""2""","=""3d6""","=""3D""","=""2""",M1,"=""u45""","=""""",
Fe,1,"=""333.55109""","=""0.00022""","=""333.550958""","=""0.000016""","=""182""","=""""",,"=""12560.934""","=""42532.741""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""333.57153""","=""0.00017""","=""333.571393""","=""0.000016""","=""257""","=""""",,"=""21999.130""","=""51969.101""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(2P).4p""","=""u 3D*""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""333.57682""","=""0.00009""","=""333.576869""","=""0.000025""","=""1510""","=""3.74e+07""",C+,"=""22946.816""","=""52916.295""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(2D2).4p""","=""v 3P*""","=""2""",,"=""T5720""","=""L11631""",
Fe,1,"=""333.62565""","=""0.00009""","=""333.625685""","=""0.000025""","=""950""","=""4.42e+07""",C+,"=""26627.609""","=""56592.703""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d6.(1G2).4s.4p.(3P*)""","=""u 3F*""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""333.76649""","=""0.00003""","=""333.766481""","=""0.000025""","=""4790""","=""5.45e+07""",B,"=""21715.732""","=""51668.186""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(2H).4p""","=""u 3G*""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""333.86205""","=""0.00009""","=""333.862031""","=""0.000016""","=""740""","=""""",,"=""24180.862""","=""54124.744""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""4""",,"=""""","=""L11631""",
Fe,3,"=""333.8717""","=""0.0018""","=""333.8723""","=""0.0007""","=""270s""","=""5.7e+06""",D,"=""98662.78""","=""128605.74""","=""3d5.(2S).4s""","=""3S""","=""1""","=""3d5.(4D).4p""","=""3P*""","=""1""",,"=""T6105""","=""L1171""",
Fe,1,"=""333.91944""","=""0.00009""","=""333.919385""","=""0.000025""","=""1170""","=""1.23e+07""",B,"=""19788.251""","=""49726.990""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(2G).4p""","=""y 3H*""","=""4""",,"=""T5720""","=""L11631""",
Fe,3,"=""333.9386""","=""0.0012""","=""333.9382""","=""0.0006""","=""630""","=""""",,"=""83647.26""","=""113584.31""","=""3d5.(4F).4s""","=""5F""","=""1""","=""3d5.(4G).4p""","=""5G*""","=""2""",,"=""""","=""L1171""",
Fe,1,"=""333.95766""","=""0.00017""","=""333.957792""","=""0.000025""","=""363""","=""""",,"=""24335.766""","=""54271.062""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d6.(3D).4s.4p.(3P*)""","=""t 5P*""","=""1""",,"=""""","=""L11631""",
Fe,2,"=""333.9688""","=""0.0005""","=""333.969060""","=""0.000018""","=""180""","=""7.7e+07""",D+,"=""72650.698""","=""102584.984""","=""3d6.(3D).4p""","=""w 4F*""","=""9/2""","=""3d6.(3G).5s""","=""f 4G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""333.9798""","=""0.0002""","=""333.979994""","=""0.000017""","=""50""","=""""",,"=""82978.717""","=""112912.023""","=""3d6.(5D).4d""","=""e 6F""","=""9/2""","=""3d6.(5D<4>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L18349c139""",
Fe,1,"=""334.05641""","=""0.00003""","=""334.056432""","=""0.000016""","=""3550""","=""2.48e+07""",B,"=""18378.186""","=""48304.643""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""2""",,"=""T5720""","=""L11631""",
