element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
C,1,"=""290.230""","=""0.008""","=""290.21958""","=""0.00003""","=""""","=""4.3e+05""",D,"=""71352.54344""","=""105799.119""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s.2p3""","=""3S*""","=""1""",,"=""T5520LS""","=""L7393""",
C,1,"=""290.326""","=""0.008""","=""290.32403""","=""0.00003""","=""""","=""1.3e+06""",D,"=""71364.93596""","=""105799.119""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s.2p3""","=""3S*""","=""1""",,"=""T5520LS""","=""L7393""",
C,2,"=""""","=""""","=""290.4629""","=""0.0005""","=""""","=""4.25e+06""",B,"=""186427.37""","=""220845.09""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""",,"=""T5109LS""","=""""",
C,1,"=""290.495""","=""0.008""","=""290.49677""","=""0.00003""","=""""","=""2.2e+06""",D,"=""71385.40992""","=""105799.119""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s.2p3""","=""3S*""","=""1""",,"=""T5520LS""","=""L7393""",
C,2,"=""290.5715""","=""0.0007""","=""290.5720""","=""0.0005""","=""26""","=""1.07e+07""",B,"=""186427.37""","=""220832.17""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""290.6011""","=""0.0007""","=""290.6009""","=""0.0005""","=""26""","=""2.13e+07""",B,"=""186443.71""","=""220845.09""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,3,"=""""","=""""","=""290.674""","=""""","=""""","=""1.30e+07""",B,"=""346712.73""","=""381105.4""","=""1s2.2p.(2P*).3d""","=""1P*""","=""1""","=""1s2.2p.(2P*).4p""","=""1P""","=""1""",,"=""T5633""","=""""",
C,2,"=""290.7090""","=""0.0020""","=""290.7101""","=""0.0005""","=""25""","=""3.42e+06""",B,"=""186443.71""","=""220832.17""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""290.896""","=""0.005""","=""290.8834""","=""0.0005""","=""37w*""","=""7.66e+06""",B,"=""186443.71""","=""220811.68""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""290.896""","=""0.005""","=""290.8989""","=""0.0005""","=""37w*""","=""1.15e+07""",B,"=""186466.03""","=""220832.17""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""291.0729""","=""0.0007""","=""291.0724""","=""0.0005""","=""53""","=""1.78e+07""",B,"=""186466.03""","=""220811.68""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,4,"=""""","=""""","=""293.491""","=""""","=""""","=""1.81e+06""",B+,"=""449888.2""","=""[483950.8]""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
C,4,"=""""","=""""","=""293.506""","=""""","=""""","=""1.62e+07""",B+,"=""449889.9""","=""[483950.8]""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
C,4,"=""""","=""""","=""293.512""","=""""","=""""","=""1.81e+07""",B+,"=""449888.2""","=""[483948.4]""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
C,3,"=""""","=""""","=""294.2537""","=""""","=""""","=""1.85e+04""",C,"=""323076.88""","=""357051.23""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2s.6p""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""294.2628""","=""""","=""""","=""4.61e+05""",B,"=""323076.88""","=""357050.17""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2s.6p""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""294.2697""","=""""","=""""","=""1.85e+06""",B,"=""323076.88""","=""357049.38""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2s.6p""","=""3P*""","=""0""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""294.4659""","=""""","=""""","=""2.76e+05""",B,"=""323101.36""","=""357051.23""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""","=""1s2.2s.6p""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""294.4750""","=""""","=""""","=""1.38e+06""",B,"=""323101.36""","=""357050.17""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""","=""1s2.2s.6p""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""294.8043""","=""""","=""""","=""1.54e+06""",B,"=""323140.33""","=""357051.23""","=""1s2.2p.(2P*).3p""","=""3D""","=""3""","=""1s2.2s.6p""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
C,4,"=""""","=""""","=""295.333""","=""""","=""""","=""2.58e+07""",A,"=""448855.8""","=""482706.0""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
C,4,"=""""","=""""","=""295.395""","=""""","=""""","=""5.17e+07""",A,"=""448862.9""","=""482706.0""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
C,5,"=""""","=""""","=""296.23""","=""0.07""","=""""","=""5.541e+07""",AA,"=""(3052674.3)""","=""(3086422.1)""","=""1s.5d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,"=""T5997""","=""""",
C,1,"=""296.48460""","=""0.00020""","=""296.48471""","=""0.00014""","=""6900000r""","=""9.e+00""",D,"=""16.4167130""","=""33735.121""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""5S*""","=""2""",,"=""T7851""","=""L3529""",
C,2,"=""296.6187""","=""0.0007""","=""296.6186""","=""0.0004""","=""40""","=""2.66e+07""",B,"=""186427.37""","=""220130.86""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.6655""","=""0.0007""","=""296.6655""","=""0.0007""","=""41""","=""5.27e+07""",B,"=""186427.37""","=""220125.53""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.6871""","=""0.0007""","=""296.6870""","=""0.0004""","=""65""","=""4.44e+07""",B,"=""186443.71""","=""220139.42""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""296.72240""","=""0.00020""","=""296.72229""","=""0.00014""","=""13000000r""","=""2.1e+01""",D,"=""43.4134567""","=""33735.121""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""5S*""","=""2""",,"=""T7851""","=""L3529""",
C,2,"=""296.7629""","=""0.0007""","=""296.7624""","=""0.0004""","=""41""","=""3.39e+07""",B,"=""186443.71""","=""220130.86""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.7868""","=""0.0007""","=""296.7860""","=""0.0005""","=""110""","=""6.34e+07""",B,"=""186466.03""","=""220150.51""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""""","=""""","=""296.8094""","=""0.0007""","=""""","=""1.06e+07""",B,"=""186443.71""","=""220125.53""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""1/2""",,"=""T5109LS""","=""""",
C,2,"=""296.8836""","=""0.0007""","=""296.8837""","=""0.0004""","=""35""","=""1.90e+07""",B,"=""186466.03""","=""220139.42""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.9590""","=""0.0020""","=""296.9592""","=""0.0004""","=""19""","=""3.17e+06""",B,"=""186466.03""","=""220130.86""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""""","=""""","=""297.4102""","=""0.0014""","=""""","=""4.0e+04""",D+,"=""150461.58""","=""184075.36""","=""2p3""","=""2D*""","=""5/2""","=""2s2.6d""","=""2D""","=""5/2""",,"=""T10276""","=""""",
C,2,"=""""","=""""","=""297.4163""","=""0.0014""","=""""","=""3.6e+03""",C,"=""150461.58""","=""184074.67""","=""2p3""","=""2D*""","=""5/2""","=""2s2.6d""","=""2D""","=""3/2""",,"=""T10276""","=""""",
C,2,"=""""","=""""","=""297.4555""","=""0.0013""","=""""","=""2.8e+03""",C,"=""150466.70""","=""184075.36""","=""2p3""","=""2D*""","=""3/2""","=""2s2.6d""","=""2D""","=""5/2""",,"=""T10276""","=""""",
C,2,"=""""","=""""","=""297.4616""","=""0.0014""","=""""","=""4.0e+04""",D+,"=""150466.70""","=""184074.67""","=""2p3""","=""2D*""","=""3/2""","=""2s2.6d""","=""2D""","=""3/2""",,"=""T10276""","=""""",
C,3,"=""298.211""","=""""","=""298.2115""","=""""","=""200""","=""1.52e+07""",B,"=""276482.86""","=""310006.32""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2p.(2P*).3s""","=""1P*""","=""1""",,"=""T5633""","=""L1113""",
C,2,"=""299.262""","=""0.003""","=""299.2500""","=""0.0009""","=""690h*""","=""7.73e+07""",B,"=""145549.25""","=""178956.38""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T7476""","=""L1176""",
C,2,"=""299.262""","=""0.003""","=""299.2623""","=""0.0008""","=""690h*""","=""8.28e+07""",B,"=""145550.70""","=""178956.46""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""7/2""",,"=""T7476""","=""L1176""",
C,2,"=""299.262""","=""0.003""","=""299.2630""","=""0.0009""","=""690h*""","=""5.3e+06""",C,"=""145550.70""","=""178956.38""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T10276""","=""L1176""",
C,5,"=""""","=""""","=""301.75""","=""0.06""","=""""","=""7.472e+07""",AA,"=""(3086422.1)""","=""(3119553.0)""","=""1s.6p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",,"=""T5997""","=""""",
C,3,"=""""","=""""","=""303.8889""","=""""","=""""","=""1.99e+07""",B,"=""324212.49""","=""357109.68""","=""1s2.2s.4d""","=""1D""","=""2""","=""1s2.2s.6p""","=""1P*""","=""1""",,"=""T5633""","=""""",
C,2,"=""303.9714""","=""0.0009""","=""303.9714""","=""0.0009""","=""37h""","=""2.5e+07""",C,"=""188615.01""","=""221503.27""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.0512""","=""0.0009""","=""304.0512""","=""0.0009""","=""30h""","=""2.4e+07""",C,"=""188581.26""","=""221460.89""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.8690""","=""0.0020""","=""304.8700""","=""0.0017""","=""18""","=""1.8e+07""",C,"=""198425.48""","=""231216.81""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.8933""","=""0.0007""","=""304.8932""","=""0.0007""","=""30""","=""4.55e+07""",C+,"=""198436.26""","=""231225.09""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).5f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.9398""","=""0.0007""","=""304.9398""","=""0.0007""","=""49""","=""4.2e+07""",C,"=""198425.48""","=""231209.30""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).5f""","=""2F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.9671""","=""0.0007""","=""304.9673""","=""0.0007""","=""39""","=""1.7e+07""",C,"=""198436.26""","=""231217.13""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.685""","=""0.024""","=""305.651""","=""0.003""","=""23wH*""","=""""",,"=""198844.00""","=""231551.5""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""","=""2s.2p.(3P*).5f""","=""2D""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""305.685""","=""0.024""","=""305.654""","=""0.003""","=""23wH*""","=""""",,"=""198844.00""","=""231551.2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4D""","=""3/2""",,"=""""","=""L1176""",
C,2,"=""305.685""","=""0.024""","=""305.674""","=""0.003""","=""23wH*""","=""""",,"=""198865.27""","=""231570.4""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2s.2p.(3P*).5f""","=""2D""","=""3/2""",,"=""""","=""L1176,L22145""",
C,2,"=""305.685""","=""0.024""","=""305.716""","=""0.010""","=""23wH*""","=""1.2e+07""",C,"=""198865.27""","=""231565.9""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176,L22145""",
C,2,"=""305.845""","=""0.006""","=""305.844""","=""0.010""","=""30wh*""","=""5.7e+07""",C,"=""198879.03""","=""231565.9""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""","=""2s.2p.(3P*).5f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.845""","=""0.006""","=""305.850""","=""0.003""","=""30wh*""","=""""",,"=""198865.27""","=""231551.5""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2s.2p.(3P*).5f""","=""2D""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""305.845""","=""0.006""","=""305.853""","=""0.003""","=""30wh*""","=""3.2e+07""",C,"=""198865.27""","=""231551.2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.9091""","=""0.0009""","=""305.9098""","=""0.0007""","=""38h""","=""6.74e+07""",C+,"=""198844.00""","=""231523.87""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.983""","=""0.004""","=""305.982""","=""0.003""","=""17h""","=""2.5e+07""",C,"=""198879.03""","=""231551.2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""","=""2s.2p.(3P*).5f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""306.064""","=""0.004""","=""306.0671""","=""0.0017""","=""23h""","=""""",,"=""198865.27""","=""231528.35""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4D""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""""","=""""","=""307.7833""","=""0.0008""","=""""","=""5.5e+04""",C+,"=""195765.88""","=""228246.84""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""307.9717""","=""0.0008""","=""""","=""1.08e+06""",B,"=""195785.75""","=""228246.84""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""307.991""","=""0.008""","=""""","=""1.01e+05""",C+,"=""195752.62""","=""228211.7""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4D""","=""5/2""",,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""308.117""","=""0.008""","=""""","=""1.85e+06""",B,"=""195765.88""","=""228211.7""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4D""","=""5/2""",,"=""T5109LS""","=""""",
C,2,"=""""","=""""","=""308.179""","=""0.009""","=""""","=""2.13e+06""",B,"=""195752.62""","=""228191.9""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4D""","=""3/2""",,"=""T5109LS""","=""""",
C,2,"=""308.2381""","=""0.0009""","=""308.2363""","=""0.0008""","=""29h""","=""9.42e+06""",B,"=""195813.62""","=""228246.84""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""308.305""","=""0.005""","=""308.305""","=""0.011""","=""29wh*""","=""1.06e+07""",B,"=""195752.62""","=""228178.6""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4D""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""308.305""","=""0.005""","=""308.305""","=""0.008""","=""29wh*""","=""8.65e+06""",B,"=""195785.75""","=""228211.7""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5p""","=""4D""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""308.305""","=""0.005""","=""308.305""","=""0.009""","=""29wh*""","=""8.51e+06""",B,"=""195765.88""","=""228191.9""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4D""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""""","=""""","=""308.5138""","=""0.0010""","=""""","=""2.1e+05""",E,"=""196563.41""","=""228967.46""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4P""","=""5/2""",,"=""T10528""","=""""",
C,2,"=""""","=""""","=""308.5939""","=""0.0010""","=""""","=""1.8e+06""",E,"=""196571.82""","=""228967.46""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4P""","=""5/2""",,"=""T10528""","=""""",
C,2,"=""""","=""""","=""308.658""","=""0.004""","=""""","=""4.7e+05""",E,"=""196557.95""","=""228946.9""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).5p""","=""4P""","=""3/2""",,"=""T10528""","=""""",
C,2,"=""308.6903""","=""0.0009""","=""308.6903""","=""0.0009""","=""22h""","=""7.5e+06""",C,"=""196581.94""","=""228967.46""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).5p""","=""4P""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""""","=""""","=""308.710""","=""0.004""","=""""","=""2.9e+06""",E,"=""196563.41""","=""228946.9""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4P""","=""3/2""",,"=""T10528""","=""""",
C,2,"=""308.790""","=""0.004""","=""308.790""","=""0.004""","=""17h""","=""5.5e+06""",C,"=""196571.82""","=""228946.9""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4P""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""""","=""""","=""308.795""","=""0.019""","=""""","=""5.e+06""",E,"=""196557.95""","=""[228932.5]""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).5p""","=""4P""","=""1/2""",,"=""T10528""","=""""",
C,2,"=""""","=""""","=""308.847""","=""0.019""","=""""","=""5.e+06""",E,"=""196563.41""","=""[228932.5]""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4P""","=""1/2""",,"=""T10528""","=""""",
C,3,"=""""","=""""","=""309.978""","=""""","=""""","=""1.77e+06""",B,"=""333387.01""","=""365638""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""","=""1s2.2s.7d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""309.978""","=""""","=""""","=""1.97e+05""",B,"=""333387.01""","=""365638""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""","=""1s2.2s.7d""","=""3D""","=""2""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""309.978""","=""""","=""""","=""3.96e+03""",D,"=""333387.01""","=""365638""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""","=""1s2.2s.7d""","=""3D""","=""3""",,"=""T5633LS""","=""""",
C,2,"=""""","=""""","=""310.0426""","=""0.0004""","=""""","=""7.e+04""",E,"=""145549.25""","=""177793.52""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""",,"=""T10276""","=""""",
C,2,"=""310.0570""","=""0.0007""","=""310.0566""","=""0.0004""","=""28""","=""6.e+05""",E,"=""145550.70""","=""177793.52""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""",,"=""T10276""","=""L1176""",
C,3,"=""""","=""""","=""310.214""","=""""","=""""","=""1.57e+06""",B,"=""333411.55""","=""365638""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""","=""1s2.2s.7d""","=""3D""","=""2""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""310.214""","=""""","=""""","=""1.40e+05""",B,"=""333411.55""","=""365638""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""","=""1s2.2s.7d""","=""3D""","=""3""",,"=""T5633LS""","=""""",
C,2,"=""""","=""""","=""310.2252""","=""0.0005""","=""""","=""7.e+05""",E,"=""145549.25""","=""177774.55""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""",,"=""T10276""","=""""",
C,3,"=""""","=""""","=""310.558""","=""""","=""""","=""1.61e+06""",B,"=""333447.24""","=""365638""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.7d""","=""3D""","=""3""",,"=""T5633LS""","=""""",
C,2,"=""""","=""""","=""312.0857""","=""0.0011""","=""""","=""9.63e+05""",B,"=""188581.26""","=""220614.45""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",,"=""T5109LS""","=""""",
C,2,"=""312.2086""","=""0.0022""","=""312.2122""","=""0.0010""","=""21hqs""","=""1.30e+07""",B,"=""188581.26""","=""220601.47""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""312.4133""","=""0.0022""","=""312.4149""","=""0.0011""","=""28hqs""","=""1.34e+07""",B,"=""188615.01""","=""220614.45""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""""","=""""","=""312.5417""","=""0.0011""","=""""","=""1.44e+06""",B,"=""188615.01""","=""220601.47""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,"=""T5109LS""","=""""",
C,2,"=""313.792""","=""0.004""","=""313.7945""","=""0.0015""","=""21h""","=""""",,"=""168124.37""","=""199983.13""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""",,"=""""","=""L1176""",
C,2,"=""314.204""","=""0.004""","=""314.2054""","=""0.0014""","=""16h*""","=""""",,"=""168124.17""","=""199941.27""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""314.204""","=""0.004""","=""314.2074""","=""0.0015""","=""16h*""","=""""",,"=""168124.37""","=""199941.27""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L1176""",
C,3,"=""""","=""""","=""314.594""","=""""","=""""","=""8.62e+06""",B,"=""333118.21""","=""364896""","=""1s2.2p.(2P*).3p""","=""1D""","=""2""","=""1s2.2s.7p""","=""1P*""","=""1""",,"=""T5633""","=""""",
C,3,"=""""","=""""","=""315.1857""","=""""","=""""","=""9.58e+05""",B,"=""308216.58""","=""339934.72""","=""1s2.2p.(2P*).3s""","=""3P*""","=""0""","=""1s2.2s.5s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""315.5073""","=""""","=""""","=""2.87e+06""",B,"=""308248.91""","=""339934.72""","=""1s2.2p.(2P*).3s""","=""3P*""","=""1""","=""1s2.2s.5s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
C,2,"=""""","=""""","=""315.6148""","=""0.0008""","=""""","=""2.7e+05""",E,"=""196571.82""","=""228246.84""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",,"=""T10528""","=""""",
C,2,"=""315.713""","=""0.004""","=""315.7157""","=""0.0008""","=""16h""","=""""",,"=""196581.94""","=""228246.84""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",,"=""""","=""L1176""",
C,2,"=""""","=""""","=""315.881""","=""0.008""","=""""","=""4.3e+05""",E,"=""196563.41""","=""228211.7""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4D""","=""5/2""",,"=""T10528""","=""""",
C,2,"=""""","=""""","=""315.965""","=""0.008""","=""""","=""1.1e+06""",E,"=""196571.82""","=""228211.7""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).5p""","=""4D""","=""5/2""",,"=""T10528""","=""""",
C,2,"=""""","=""""","=""316.025""","=""0.009""","=""""","=""4.5e+05""",E,"=""196557.95""","=""228191.9""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).5p""","=""4D""","=""3/2""",,"=""T10528""","=""""",
C,2,"=""""","=""""","=""316.066""","=""0.008""","=""""","=""4.2e+05""",E,"=""196581.94""","=""228211.7""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).5p""","=""4D""","=""5/2""",,"=""T10528""","=""""",
