element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
C,1,"=""394.2223""","=""0.0005""","=""394.2223""","=""0.0005""","=""7900""","=""""",,"=""61981.83211""","=""87341.05""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.6p""","=""1S""","=""0""",,"=""""","=""L17684""",
C,2,"=""394.4193""","=""0.0007""","=""394.4195""","=""0.0005""","=""14""","=""""",,"=""195752.62""","=""221099.16""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4F""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""394.5003""","=""0.0007""","=""394.5008""","=""0.0005""","=""24""","=""1.9e+07""",C,"=""195752.62""","=""221093.94""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.5197""","=""0.0020""","=""394.5237""","=""0.0005""","=""19""","=""3.4e+06""",C,"=""195765.88""","=""221105.73""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.6278""","=""0.0022""","=""394.6260""","=""0.0006""","=""20u""","=""""",,"=""195765.88""","=""221099.16""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""394.6429""","=""0.0022""","=""394.6455""","=""0.0006""","=""7u""","=""5.6e+06""",C,"=""195765.88""","=""221097.91""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.7079""","=""0.0007""","=""394.7073""","=""0.0005""","=""11""","=""4.7e+06""",C,"=""195765.88""","=""221093.94""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.772""","=""0.009""","=""394.7707""","=""0.0008""","=""32l*""","=""6.9e+06""",C,"=""195785.75""","=""221109.74""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.772""","=""0.009""","=""394.7860""","=""0.0006""","=""32l*""","=""""",,"=""195765.88""","=""221088.89""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2F""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""394.8333""","=""0.0007""","=""394.8333""","=""0.0005""","=""34""","=""3.6e+06""",C,"=""195785.75""","=""221105.73""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""394.9373""","=""0.0022""","=""394.9358""","=""0.0006""","=""9u""","=""""",,"=""195785.75""","=""221099.16""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""394.9530""","=""0.0022""","=""394.9553""","=""0.0006""","=""19u""","=""1.21e+07""",C,"=""195785.75""","=""221097.91""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""395.2058""","=""0.0007""","=""395.2057""","=""0.0006""","=""63""","=""2.11e+07""",C+,"=""195813.62""","=""221109.74""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""395.2679""","=""0.0007""","=""395.2684""","=""0.0005""","=""9""","=""""",,"=""195813.62""","=""221105.73""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""""","=""L1176""",
C,2,"=""395.3950""","=""0.0020""","=""395.3906""","=""0.0006""","=""7""","=""1.7e+06""",C,"=""195813.62""","=""221097.91""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,1,"=""396.1403""","=""0.0005""","=""396.14027""","=""0.00009""","=""7900""","=""""",,"=""61981.83211""","=""87218.275""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.6p""","=""1D""","=""2""",,"=""""","=""L17684""",
C,2,"=""396.892""","=""0.004""","=""396.8877""","=""0.0008""","=""7h""","=""""",,"=""196563.41""","=""221752.33""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""2D""","=""3/2""",,"=""""","=""L1176""",
C,2,"=""396.9520""","=""0.0007""","=""396.9512""","=""0.0006""","=""14""","=""1.9e+07""",C,"=""196557.95""","=""221742.84""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.039""","=""0.004""","=""397.0202""","=""0.0008""","=""19qs*""","=""""",,"=""196571.82""","=""221752.33""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2D""","=""3/2""",,"=""""","=""L1176""",
C,2,"=""397.039""","=""0.004""","=""397.0373""","=""0.0006""","=""19qs*""","=""1.9e+07""",C,"=""196563.41""","=""221742.84""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.1574""","=""0.0007""","=""397.1579""","=""0.0006""","=""11""","=""6.7e+06""",C,"=""196557.95""","=""221729.73""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.244""","=""0.004""","=""397.2420""","=""0.0013""","=""32h*""","=""2.6e+06""",C,"=""196563.41""","=""221729.86""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.244""","=""0.004""","=""397.2441""","=""0.0006""","=""32h*""","=""1.5e+07""",C,"=""196563.41""","=""221729.73""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.376""","=""0.004""","=""397.3748""","=""0.0011""","=""39h*""","=""6.8e+06""",C,"=""196571.82""","=""221729.86""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.376""","=""0.004""","=""397.3769""","=""0.0006""","=""39h*""","=""1.3e+07""",C,"=""196571.82""","=""221729.73""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.5341""","=""0.0017""","=""397.5347""","=""0.0011""","=""11h""","=""2.3e+06""",C,"=""196581.94""","=""221729.86""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.5953""","=""0.0017""","=""397.5923""","=""0.0008""","=""9h""","=""4.1e+06""",C,"=""196563.41""","=""221707.69""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.7269""","=""0.0017""","=""397.7253""","=""0.0008""","=""35h""","=""1.8e+07""",C,"=""196571.82""","=""221707.69""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.876""","=""0.004""","=""397.8714""","=""0.0005""","=""19h*""","=""3.6e+06""",C,"=""196571.82""","=""221698.46""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""397.876""","=""0.004""","=""397.8855""","=""0.0008""","=""19h*""","=""5.7e+06""",C,"=""196581.94""","=""221707.69""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""398.0323""","=""0.0007""","=""398.0317""","=""0.0005""","=""69""","=""3.61e+07""",C+,"=""196581.94""","=""221698.46""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,1,"=""398.6879""","=""0.0010""","=""398.6880""","=""0.0014""","=""2600*""","=""""",,"=""64086.96961""","=""89162.15""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).8f""","=""2[7/2]""","=""4""",,"=""""","=""L17684""",
C,1,"=""398.6879""","=""0.0010""","=""398.6880""","=""0.0014""","=""2600*""","=""""",,"=""64086.96961""","=""89162.15""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).8f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
C,1,"=""399.6488""","=""0.0010""","=""399.6487""","=""0.0014""","=""1700*""","=""""",,"=""64086.96961""","=""89101.87""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).8f""","=""2[7/2]""","=""4""",,"=""""","=""L17684""",
C,1,"=""399.6488""","=""0.0010""","=""399.6487""","=""0.0014""","=""1700*""","=""""",,"=""64086.96961""","=""89101.87""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).8f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
C,1,"=""399.6966""","=""0.0005""","=""399.6965""","=""0.0005""","=""1700""","=""""",,"=""64089.8990""","=""89101.81""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<1/2>).8f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
C,1,"=""399.7136""","=""0.0010""","=""399.7137""","=""0.0014""","=""1700*""","=""""",,"=""64090.99351""","=""89101.83""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).8f""","=""2[5/2]""","=""3""",,"=""""","=""L17684""",
C,1,"=""399.7136""","=""0.0010""","=""399.7140""","=""0.0005""","=""1700*""","=""""",,"=""64090.99351""","=""89101.81""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).8f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
C,2,"=""399.9890""","=""0.0007""","=""399.9890""","=""0.0005""","=""11""","=""1.5e+06""",C,"=""196581.94""","=""221575.56""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4G""","=""9/2""",,"=""T10528""","=""L1176,L22145""",
C,2,"=""400.1717""","=""0.0007""","=""400.1715""","=""0.0005""","=""9""","=""1.3e+06""",C,"=""196571.82""","=""221554.04""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176,L22145""",
C,2,"=""""","=""""","=""400.1848""","=""0.0006""","=""""","=""6.e+05""",E,"=""196563.41""","=""221544.80""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4G""","=""5/2""",,"=""T10528""","=""""",
C,1,"=""400.2976""","=""0.0005""","=""400.2977""","=""0.0003""","=""5300""","=""""",,"=""61981.83211""","=""86956.176""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.6p""","=""3D""","=""1""",,"=""""","=""L17684""",
C,2,"=""""","=""""","=""400.3196""","=""0.0006""","=""""","=""1.8e+05""",E,"=""196571.82""","=""221544.80""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4G""","=""5/2""",,"=""T10528""","=""""",
C,2,"=""""","=""""","=""400.3337""","=""0.0005""","=""""","=""1.7e+05""",E,"=""196581.94""","=""221554.04""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4G""","=""7/2""",,"=""T10528""","=""""",
C,2,"=""400.9884""","=""0.0007""","=""400.9886""","=""0.0004""","=""42""","=""9.68e+06""",B,"=""184691.00""","=""209622.32""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""400.9930""","=""0.0005""","=""400.9928""","=""0.0004""","=""13000""","=""""",,"=""61981.83211""","=""86912.89""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.6p""","=""1P""","=""1""",,"=""""","=""L17684""",
C,2,"=""401.593""","=""0.003""","=""401.591""","=""0.004""","=""30*""","=""2.9e+06""",E,"=""168124.17""","=""193018.08""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.11f""","=""2F*""","=""5/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""401.593""","=""0.003""","=""401.594""","=""0.003""","=""30*""","=""3.1e+06""",E,"=""168124.37""","=""193018.08""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.11f""","=""2F*""","=""7/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""401.593""","=""0.003""","=""401.594""","=""0.004""","=""30*""","=""2.1e+05""",E,"=""168124.37""","=""193018.08""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.11f""","=""2F*""","=""5/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""401.7278""","=""0.0007""","=""401.7270""","=""0.0003""","=""25""","=""9.60e+06""",B,"=""184691.00""","=""209576.49""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""402.1167""","=""0.0007""","=""402.1165""","=""0.0004""","=""15""","=""9.57e+06""",B,"=""184691.00""","=""209552.39""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,1,"=""402.2115""","=""0.0005""","=""402.211452""","=""0.000010""","=""6700""","=""""",,"=""60333.4476""","=""85188.9670""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.5p""","=""3P""","=""1""",,"=""""","=""L17684""",
C,1,"=""402.2841""","=""0.0005""","=""402.284321""","=""0.000007""","=""9700""","=""""",,"=""60352.6584""","=""85203.6756""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.5p""","=""3P""","=""2""",,"=""""","=""L17684""",
C,1,"=""402.5221""","=""0.0005""","=""402.522568""","=""0.000008""","=""4500""","=""""",,"=""60352.6584""","=""85188.9670""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.5p""","=""3P""","=""1""",,"=""""","=""L17684""",
C,2,"=""""","=""""","=""402.536""","=""0.006""","=""""","=""7.5e+06""",C,"=""162517.90""","=""187353.4""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.7d""","=""2D""","=""3/2""",,"=""T10276""","=""""",
C,3,"=""""","=""""","=""402.616""","=""""","=""""","=""9.09e+05""",B,"=""345095.43""","=""369926""","=""1s2.2p.(2P*).3p""","=""1S""","=""0""","=""1s2.2s.8p""","=""1P*""","=""1""",,"=""T5633""","=""""",
C,2,"=""""","=""""","=""402.644""","=""0.006""","=""""","=""8.8e+06""",C,"=""162524.56""","=""187353.4""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""5/2""",,"=""T10276""","=""""",
C,2,"=""""","=""""","=""402.644""","=""0.006""","=""""","=""1.5e+06""",C,"=""162524.56""","=""187353.4""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""3/2""",,"=""T10276""","=""""",
C,1,"=""402.8355""","=""0.0005""","=""402.8357""","=""0.0005""","=""6700""","=""""",,"=""60352.6584""","=""85169.66""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.5p""","=""3P""","=""0""",,"=""""","=""L17684""",
C,1,"=""402.9413""","=""0.0005""","=""402.941190""","=""0.000007""","=""16000""","=""""",,"=""60393.1693""","=""85203.6756""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.5p""","=""3P""","=""2""",,"=""""","=""L17684""",
C,1,"=""403.1795""","=""0.0005""","=""403.180216""","=""0.000008""","=""10000""","=""""",,"=""60393.1693""","=""85188.9670""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.5p""","=""3P""","=""1""",,"=""""","=""L17684""",
C,1,"=""403.3228""","=""0.0005""","=""403.3228""","=""0.0005""","=""1800""","=""""",,"=""64086.96961""","=""88874.00""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""""","=""L17684""",
C,3,"=""""","=""""","=""405.449""","=""""","=""""","=""1.46e+05""",B,"=""341370.94""","=""366028""","=""1s2.2p.(2P*).3d""","=""1F*""","=""3""","=""1s2.2s.7d""","=""1D""","=""2""",,"=""T5633""","=""""",
C,3,"=""405.606""","=""""","=""405.6061""","=""""","=""150""","=""1.07e+08""",B,"=""324212.49""","=""348859.99""","=""1s2.2s.4d""","=""1D""","=""2""","=""1s2.2s.5f""","=""1F*""","=""3""",,"=""T5633""","=""L4827""",
C,2,"=""405.829""","=""0.005""","=""405.8299""","=""0.0023""","=""32*""","=""1.6e+06""",C,"=""168978.24""","=""193612.15""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.12g""","=""2G""","=""7/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""405.829""","=""0.005""","=""405.8328""","=""0.0021""","=""32*""","=""1.7e+06""",C,"=""168978.42""","=""193612.15""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.12g""","=""2G""","=""9/2""",,"=""T10528""","=""L21568,L22145""",
C,2,"=""405.829""","=""0.005""","=""405.8328""","=""0.0021""","=""32*""","=""6.e+04""",E,"=""168978.42""","=""193612.15""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.12g""","=""2G""","=""7/2""",,"=""T10528""","=""L21568,L22145""",
C,1,"=""406.3577""","=""0.0005""","=""406.3577""","=""0.0003""","=""6800""","=""""",,"=""60333.4476""","=""84935.362""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.5p""","=""3D""","=""1""",,"=""""","=""L17684""",
C,1,"=""406.4271""","=""0.0005""","=""406.4264""","=""0.0003""","=""11000""","=""""",,"=""60352.6584""","=""84950.41""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.5p""","=""3D""","=""2""",,"=""""","=""L17684""",
C,1,"=""406.5246""","=""0.0005""","=""406.52425""","=""0.00003""","=""14000""","=""""",,"=""60393.1693""","=""84985.0033""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.5p""","=""3D""","=""3""",,"=""""","=""L17684""",
C,1,"=""406.6752""","=""0.0005""","=""406.6752""","=""0.0003""","=""6800""","=""""",,"=""60352.6584""","=""84935.362""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.5p""","=""3D""","=""1""",,"=""""","=""L17684""",
C,3,"=""406.794""","=""""","=""406.7940""","=""""","=""200""","=""3.02e+08""",C+,"=""322003.68""","=""346579.21""","=""1s2.2s.4f""","=""3F*""","=""2""","=""1s2.2s.5g""","=""3G""","=""3""",,"=""T5600c20""","=""L1113""",
C,3,"=""406.891""","=""""","=""406.8916""","=""""","=""250*""","=""2.63e+07""",C+,"=""322009.58""","=""346579.21""","=""1s2.2s.4f""","=""3F*""","=""3""","=""1s2.2s.5g""","=""3G""","=""3""",,"=""T5600c20,n,LS""","=""L1113""",
C,3,"=""406.891""","=""""","=""406.8916""","=""""","=""250*""","=""3.08e+08""",C+,"=""322009.58""","=""346579.21""","=""1s2.2s.4f""","=""3F*""","=""3""","=""1s2.2s.5g""","=""3G""","=""4""",,"=""T5600c20""","=""L1113""",
C,3,"=""407.026""","=""""","=""407.0260""","=""""","=""250""","=""3.28e+08""",C+,"=""322017.97""","=""346579.49""","=""1s2.2s.4f""","=""3F*""","=""4""","=""1s2.2s.5g""","=""3G""","=""5""",,"=""T5600c20""","=""L1113""",
C,3,"=""""","=""""","=""407.0306""","=""""","=""""","=""2.05e+07""",C+,"=""322017.97""","=""346579.21""","=""1s2.2s.4f""","=""3F*""","=""4""","=""1s2.2s.5g""","=""3G""","=""4""",,"=""T5600c20,n,LS""","=""""",
C,3,"=""""","=""""","=""407.0306""","=""""","=""""","=""4.01e+05""",C+,"=""322017.97""","=""346579.21""","=""1s2.2s.4f""","=""3F*""","=""4""","=""1s2.2s.5g""","=""3G""","=""3""",,"=""T5600c20,n,LS""","=""""",
C,1,"=""407.0970""","=""0.0005""","=""407.0969""","=""0.0003""","=""6700""","=""""",,"=""60393.1693""","=""84950.41""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.5p""","=""3D""","=""2""",,"=""""","=""L17684""",
C,1,"=""407.2643""","=""0.0010""","=""407.2643""","=""0.0015""","=""6100*""","=""""",,"=""64086.96961""","=""88634.12""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).7f""","=""2[7/2]""","=""4""",,"=""""","=""L17684""",
C,1,"=""407.2643""","=""0.0010""","=""407.2658""","=""0.0005""","=""6100*""","=""""",,"=""64086.96961""","=""88634.03""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
C,1,"=""407.3327""","=""0.0005""","=""407.3325""","=""0.0005""","=""2400""","=""""",,"=""64090.99351""","=""88634.03""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
C,2,"=""407.452""","=""0.005""","=""407.4495""","=""0.0008""","=""170*""","=""1.51e+08""",C+,"=""196557.95""","=""221093.94""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.452""","=""0.005""","=""407.4535""","=""0.0007""","=""170*""","=""1.0e+08""",E,"=""196563.41""","=""221099.16""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.4845""","=""0.0007""","=""407.4841""","=""0.0005""","=""110""","=""4.70e+07""",C+,"=""196571.82""","=""221105.73""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.5395""","=""0.0007""","=""407.5402""","=""0.0005""","=""20""","=""5.90e+07""",C+,"=""196563.41""","=""221093.94""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.585""","=""0.009""","=""407.5856""","=""0.0008""","=""380l*""","=""2.10e+08""",B,"=""196581.94""","=""221109.74""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.585""","=""0.009""","=""407.5932""","=""0.0007""","=""380l*""","=""3.1e+07""",E,"=""196571.82""","=""221099.16""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.6142""","=""0.0022""","=""407.6140""","=""0.0007""","=""26u""","=""1.35e+08""",B,"=""196571.82""","=""221097.91""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.6251""","=""0.0022""","=""407.6241""","=""0.0007""","=""15u""","=""""",,"=""196563.41""","=""221088.89""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""2F""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""407.6526""","=""0.0007""","=""407.6522""","=""0.0005""","=""20""","=""8.4e+06""",C,"=""196581.94""","=""221105.73""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.6830""","=""0.0020""","=""407.6800""","=""0.0005""","=""7""","=""4.1e+06""",C,"=""196571.82""","=""221093.94""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""407.763""","=""0.004""","=""407.7615""","=""0.0007""","=""12u*""","=""""",,"=""196581.94""","=""221099.16""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""407.763""","=""0.004""","=""407.7640""","=""0.0007""","=""12u*""","=""""",,"=""196571.82""","=""221088.89""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2F""","=""5/2""",,"=""""","=""L1176""",
C,2,"=""407.7778""","=""0.0022""","=""407.7823""","=""0.0007""","=""20u""","=""2.03e+07""",C+,"=""196581.94""","=""221097.91""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,1,"=""408.2415""","=""0.0010""","=""408.2415""","=""0.0013""","=""3300p(Ar II)*""","=""""",,"=""64086.96961""","=""88575.36""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).7f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
C,1,"=""408.2415""","=""0.0010""","=""408.2415""","=""0.0013""","=""3300p(Ar II)*""","=""""",,"=""64086.96961""","=""88575.36""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<1/2>).7f""","=""2[7/2]""","=""4""",,"=""""","=""L17684""",
C,1,"=""408.2981""","=""0.0005""","=""408.2980""","=""0.0005""","=""2700""","=""""",,"=""64089.8990""","=""88574.90""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*<1/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
C,1,"=""408.3161""","=""0.0010""","=""408.3163""","=""0.0005""","=""2700*""","=""""",,"=""64090.99351""","=""88574.90""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*<1/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L17684""",
