element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,1,"=""299.7793""","=""""","=""299.7791""","=""0.0008""","=""75""","=""""",,"=""3325.53""","=""36673.70""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""299.8288""","=""""","=""299.8287""","=""0.0008""","=""10""","=""""",,"=""14976.18""","=""48318.84""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""299.86877""","=""""","=""299.86874""","=""0.00011""","=""11""","=""1.46e+07""",B,"=""8711.274""","=""42049.478""","=""5d3.6s2""","=""4F""","=""3/2""","=""5d4.(5D).6p""","=""6F*""","=""5/2""",,"=""T7162""","=""L11762""",
W,1,"=""299.9117""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""299.95704""","=""""","=""299.9570""","=""0.0003""","=""4""","=""""",,"=""25209.233""","=""58537.630""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""300.0163""","=""""","=""300.0161""","=""0.0008""","=""5""","=""""",,"=""22852.80""","=""56174.63""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""300.0242""","=""""","=""300.0238""","=""0.0008""","=""40""","=""""",,"=""19535.01""","=""52855.98""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""300.0439""","=""""","=""300.0434""","=""0.0008""","=""30""","=""""",,"=""22476.68""","=""55795.48""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,2,"=""300.05762""","=""""","=""300.0577""","=""0.0003""","=""4""","=""""",,"=""24991.591""","=""58308.799""","=""""","=""""","=""3/2""","=""""","=""""","=""1/2""",,"=""""","=""L11762""",
W,2,"=""300.06182""","=""""","=""300.06182""","=""0.00008""","=""13""","=""""",,"=""14967.745""","=""48284.498""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""300.0882""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""300.1536""","=""""","=""300.1533""","=""0.0008""","=""6""","=""""",,"=""13307.10""","=""46613.70""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
W,1,"=""300.1625""","=""""","=""300.1603""","=""0.0008""","=""1""","=""""",,"=""23484.78""","=""56790.60""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""7""",,"=""""","=""L153""",
W,1,"=""300.1982""","=""""","=""300.1975""","=""0.0008""","=""60""","=""""",,"=""13777.71""","=""47079.40""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""300.22727""","=""""","=""300.22727""","=""0.00006""","=""18""","=""""",,"=""20039.682""","=""53338.075""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""300.2418""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""300.2827""","=""""","=""300.2827""","=""0.0008""","=""35""","=""""",,"=""19826.04""","=""53118.29""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""300.2981""","=""""","=""300.2975""","=""0.0008""","=""10""","=""""",,"=""19827.68""","=""53118.29""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""300.34102""","=""""","=""300.34104""","=""0.00018""","=""7""","=""""",,"=""23803.702""","=""57089.482""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""300.3824""","=""""","=""300.3816""","=""0.0008""","=""5""","=""""",,"=""18974.51""","=""52255.80""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""300.4260""","=""""","=""300.4249""","=""0.0008""","=""7""","=""""",,"=""13348.56""","=""46625.05""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""300.42722""","=""""","=""300.4272""","=""0.0005""","=""2""","=""""",,"=""20780.358""","=""54056.594""","=""""","=""""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""300.5010""","=""""","=""300.5006""","=""0.0008""","=""35""","=""""",,"=""14976.18""","=""48244.29""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""300.54161""","=""""","=""300.54167""","=""0.00018""","=""5""","=""""",,"=""25045.238""","=""58308.799""","=""5d4.(3D).6s""","=""4D""","=""1/2""","=""""","=""""","=""1/2""",,"=""""","=""L11762""",
W,1,"=""300.6318""","=""""","=""""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""300.6658""","=""""","=""300.6656""","=""0.0008""","=""20""","=""""",,"=""19253.56""","=""52503.41""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""300.7135""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""300.7328""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""300.7411""","=""""","=""300.7410""","=""0.0008""","=""15""","=""""",,"=""20427.84""","=""53669.36""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""300.7637""","=""""","=""300.7629""","=""0.0008""","=""12""","=""""",,"=""19535.01""","=""52774.10""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""300.8036""","=""""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""300.8502""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""300.8768""","=""""","=""300.8767""","=""0.0008""","=""40""","=""""",,"=""29460.98""","=""62687.50""","=""5d5.(2I).6s""","=""3I""","=""7""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,2,"=""300.89337""","=""""","=""300.89337""","=""0.00007""","=""14""","=""""",,"=""28377.585""","=""61602.268""","=""""","=""""","=""11/2""","=""""","=""""","=""13/2""",,"=""""","=""L11762""",
W,1,"=""300.8987""","=""""","=""300.8995""","=""0.0008""","=""5""","=""""",,"=""19253.56""","=""52477.57""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""300.9086""","=""""","=""300.9082""","=""0.0008""","=""80""","=""""",,"=""4830.00""","=""38053.05""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""300.9724""","=""""","=""300.9714""","=""0.0008""","=""10""","=""""",,"=""15460.01""","=""48676.08""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""301.0418""","=""""","=""301.0419""","=""0.0008""","=""20""","=""""",,"=""17701.18""","=""50909.47""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""301.0495""","=""""","=""301.0496""","=""0.0008""","=""15""","=""""",,"=""19648.54""","=""52855.98""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""301.0693""","=""""","=""301.0698""","=""0.0008""","=""8""","=""""",,"=""16431.31""","=""49636.52""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""301.07409""","=""""","=""301.07408""","=""0.00004""","=""29""","=""""",,"=""19070.550""","=""52275.291""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""301.10829""","=""""","=""301.1082""","=""0.0005""","=""2""","=""""",,"=""27273.753""","=""60474.732""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""301.1682""","=""""","=""301.1682""","=""0.0008""","=""20""","=""""",,"=""14976.18""","=""48170.55""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""301.1816""","=""""","=""301.1811""","=""0.0008""","=""3c*""","=""""",,"=""17701.18""","=""50894.12""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""301.1816""","=""""","=""301.1826""","=""0.0008""","=""3c*""","=""""",,"=""24610.88""","=""57803.66""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""301.20984""","=""""","=""301.20985""","=""0.00018""","=""6""","=""""",,"=""19403.991""","=""52593.766""","=""""","=""""","=""1/2""","=""""","=""""","=""1/2""",,"=""""","=""L11762""",
W,1,"=""301.3192""","=""""","=""301.3201""","=""0.0008""","=""30""","=""""",,"=""17107.01""","=""50284.64""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""301.3342""","=""""","=""301.3346""","=""0.0008""","=""1""","=""""",,"=""19827.68""","=""53003.72""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""301.3788""","=""""","=""301.3793""","=""0.0008""","=""120""","=""5.8e+07""",B,"=""4830.00""","=""38001.12""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""T4976""","=""L153""",
W,1,"=""301.4200""","=""""","=""301.4199""","=""0.0008""","=""6""","=""""",,"=""19826.04""","=""52992.69""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""301.4348""","=""""","=""301.4348""","=""0.0008""","=""2""","=""""",,"=""19827.68""","=""52992.69""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""301.45834""","=""""","=""301.45834""","=""0.00006""","=""18""","=""""",,"=""23450.418""","=""56612.836""","=""5d4.(3D).6s""","=""4D""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""301.56688""","=""""","=""301.5669""","=""0.0005""","=""2""","=""""",,"=""27273.753""","=""60424.237""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""301.6272""","=""""","=""301.6273""","=""0.0008""","=""3""","=""""",,"=""18116.84""","=""51260.68""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,2,"=""301.64624""","=""""","=""301.6460""","=""0.0008""","=""15bl""","=""""",,"=""23234.778""","=""56376.569""","=""""","=""""","=""9/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,1,"=""301.6466""","=""""","=""301.6470""","=""0.0008""","=""150""","=""1.02e+08""",B,"=""6219.33""","=""39361.01""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""T4976""","=""L153""",
W,1,"=""301.6685""","=""""","=""301.6690""","=""0.0008""","=""8""","=""""",,"=""19256.24""","=""52395.50""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""301.7077""","=""""","=""301.7069""","=""0.0008""","=""2""","=""""",,"=""22852.80""","=""55987.90""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,2,"=""301.71569""","=""""","=""301.71569""","=""0.00006""","=""17""","=""""",,"=""23955.349""","=""57089.482""","=""""","=""""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""301.7436""","=""""","=""301.7441""","=""0.0008""","=""200""","=""1.09e+08""",B,"=""2951.29""","=""36082.30""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",,"=""T4976""","=""L153""",
W,1,"=""301.7617""","=""""","=""301.7620""","=""0.0008""","=""5""","=""""",,"=""17008.50""","=""50137.55""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""301.7936""","=""""","=""301.7938""","=""0.0008""","=""12""","=""""",,"=""19648.54""","=""52774.10""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""301.8304""","=""""","=""301.8300""","=""0.0008""","=""1""","=""""",,"=""24610.88""","=""57732.46""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""301.8414""","=""""","=""301.8424""","=""0.0008""","=""3""","=""""",,"=""22476.68""","=""55596.90""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""301.86025""","=""""","=""301.86018""","=""0.00012""","=""9""","=""""",,"=""26158.581""","=""59276.854""","=""5d5""","=""4G""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""301.8820""","=""""","=""301.8827""","=""0.0008""","=""3""","=""""",,"=""19827.68""","=""52943.48""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""301.96227""","=""""","=""301.9624""","=""0.0003""","=""4""","=""""",,"=""20534.191""","=""53641.254""","=""""","=""""","=""11/2""","=""5d3.(4F).6s.(5F).6p""","=""6G*""","=""13/2""",,"=""""","=""L11762""",
W,1,"=""302.0040""","=""""","=""302.0035""","=""0.0008""","=""5""","=""""",,"=""22852.80""","=""55955.36""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""302.0214""","=""""","=""302.0215""","=""0.0008""","=""15""","=""""",,"=""12161.96""","=""45262.55""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""302.0328""","=""""","=""302.0336""","=""0.0008""","=""2""","=""""",,"=""17701.18""","=""50800.44""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""302.06165""","=""""","=""302.0617""","=""0.0003""","=""3""","=""""",,"=""18990.929""","=""52087.110""","=""""","=""""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""302.1206""","=""""","=""302.1220""","=""0.0008""","=""3""","=""""",,"=""18974.51""","=""52064.08""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""302.1614""","=""""","=""302.1613""","=""0.0008""","=""20""","=""""",,"=""18974.51""","=""52059.78""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""302.1734""","=""""","=""302.1738""","=""0.0008""","=""4""","=""""",,"=""28392.70""","=""61476.60""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""302.1823""","=""""","=""302.1818""","=""0.0008""","=""6""","=""""",,"=""16431.31""","=""49514.34""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""302.19651""","=""""","=""302.19650""","=""0.00004""","=""31""","=""4.85e+07""",B,"=""13411.939""","=""46493.356""","=""5d3.6s2""","=""4F""","=""7/2""","=""5d3.(4F).6s.(5F).6p""","=""6G*""","=""9/2""",,"=""T7162""","=""L11762""",
W,2,"=""302.24654""","=""""","=""302.24652""","=""0.00012""","=""9*""","=""""",,"=""25672.099""","=""58748.042""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,2,"=""302.24654""","=""""","=""302.24660""","=""0.00012""","=""9*""","=""""",,"=""28490.920""","=""61566.854""","=""""","=""""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""302.26564""","=""""","=""302.26563""","=""0.00009""","=""11""","=""""",,"=""20039.682""","=""53113.533""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""302.2774""","=""""","=""302.2787""","=""0.0008""","=""2""","=""""",,"=""23484.78""","=""56557.20""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""7""",,"=""""","=""L153""",
W,2,"=""302.28914""","=""""","=""302.28913""","=""0.00018""","=""7""","=""""",,"=""23803.702""","=""56874.983""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""302.3152""","=""""","=""302.3150""","=""0.0008""","=""12""","=""""",,"=""15069.93""","=""48138.38""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""302.3410""","=""""","=""302.3416""","=""0.0008""","=""1""","=""""",,"=""18116.84""","=""51182.38""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""302.3646""","=""""","=""302.3645""","=""0.0008""","=""12""","=""""",,"=""29460.98""","=""62524.02""","=""5d5.(2I).6s""","=""3I""","=""7""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""302.4124""","=""""","=""302.4122""","=""0.0008""","=""5""","=""""",,"=""19827.68""","=""52885.50""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""302.44935""","=""""","=""302.44937""","=""0.00003""","=""55""","=""7.08e+07""",B,"=""11301.024""","=""44354.784""","=""5d3.6s2""","=""4F""","=""5/2""","=""""","=""""","=""5/2""",,"=""T7162""","=""L11762""",
W,2,"=""302.45418""","=""""","=""302.45417""","=""0.00018""","=""4""","=""""",,"=""28187.578""","=""61240.813""","=""5d4.(1I).6s""","=""2I""","=""13/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,1,"=""302.4590""","=""""","=""302.4579""","=""0.0008""","=""1""","=""""",,"=""20174.20""","=""53227.03""","=""5d4.6s2""","=""1S2""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""302.4928""","=""""","=""302.4926""","=""0.0008""","=""100""","=""4.74e+07""",B,"=""1670.29""","=""34719.33""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",,"=""T6977""","=""L153""",
W,2,"=""302.51366""","=""""","=""302.51365""","=""0.00018""","=""7""","=""""",,"=""35315.585""","=""68362.322""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""302.5263""","=""""","=""302.5256""","=""0.0008""","=""50""","=""""",,"=""9528.06""","=""42573.49""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""302.5590""","=""""","=""302.5589""","=""0.0008""","=""8""","=""""",,"=""23484.78""","=""56526.57""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""302.5685""","=""""","=""302.5683""","=""0.0008""","=""6""","=""""",,"=""18974.51""","=""52015.28""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""302.6039""","=""""","=""302.6037""","=""0.0008""","=""4""","=""""",,"=""13348.56""","=""46385.46""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""302.6672""","=""""","=""302.6675""","=""0.0008""","=""50""","=""""",,"=""19826.04""","=""52855.98""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""302.6788""","=""""","=""302.6785""","=""0.0008""","=""50""","=""""",,"=""13777.71""","=""46806.45""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""302.6962""","=""""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""302.73538""","=""""","=""302.73542""","=""0.00018""","=""6""","=""""",,"=""22139.861""","=""55162.390""","=""5d4.(3F2).6s""","=""4F""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""302.7527""","=""""","=""302.7526""","=""0.0008""","=""6""","=""""",,"=""13307.10""","=""46327.75""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""302.7792""","=""""","=""302.7795""","=""0.0008""","=""30""","=""""",,"=""17701.18""","=""50718.90""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""302.7902""","=""""","=""302.7907""","=""0.0008""","=""2""","=""""",,"=""23982.80""","=""56999.30""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""302.8008""","=""""","=""302.8012""","=""0.0008""","=""4""","=""""",,"=""27213.82""","=""60229.18""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""302.8094""","=""""","=""302.8096""","=""0.0008""","=""3""","=""""",,"=""22852.80""","=""55867.24""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""302.8651""","=""""","=""302.8643""","=""0.0008""","=""1""","=""""",,"=""24610.88""","=""57619.36""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""302.89654""","=""""","=""302.89646""","=""0.00018""","=""5""","=""""",,"=""27273.753""","=""60278.726""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""302.9217""","=""""","=""302.9215""","=""0.0008""","=""10""","=""""",,"=""19253.56""","=""52255.80""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""303.0354""","=""""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""303.0656""","=""""","=""303.0653""","=""0.0008""","=""6""","=""""",,"=""16431.31""","=""49417.90""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""303.0840""","=""""","=""303.0842""","=""0.0008""","=""8""","=""""",,"=""13307.10""","=""46291.63""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,2,"=""303.09833""","=""""","=""303.09832""","=""0.00018""","=""6""","=""""",,"=""28377.585""","=""61360.578""","=""""","=""""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""303.1366""","=""""","=""303.1361""","=""0.0008""","=""25""","=""""",,"=""19827.68""","=""52806.56""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""303.1584""","=""""","=""303.1602""","=""0.0008""","=""2""","=""""",,"=""20983.02""","=""53959.28""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""303.24393""","=""""","=""303.24387""","=""0.00009""","=""11""","=""""",,"=""20455.888""","=""53423.050""","=""5d4.(3F2).6s""","=""4F""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,2,"=""303.26482""","=""""","=""303.2647""","=""0.0005""","=""2""","=""""",,"=""23803.702""","=""56768.602""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""303.3523""","=""""","=""303.3527""","=""0.0008""","=""20""","=""""",,"=""18116.84""","=""51072.18""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""303.3558""","=""""","=""303.3575""","=""0.0008""","=""30""","=""""",,"=""12161.96""","=""45116.77""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""303.36213""","=""""","=""303.36213""","=""0.00009""","=""11""","=""3.00e+07""",B,"=""14634.336""","=""47588.647""","=""5d4.(5D).6s""","=""4D""","=""3/2""","=""5d4.(5D).6p""","=""6P*""","=""3/2""",,"=""T7162""","=""L11762""",
W,2,"=""303.37844""","=""""","=""303.3786""","=""0.0004""","=""3""","=""""",,"=""22535.610""","=""55488.134""","=""""","=""""","=""1/2""","=""5d3.(4P).6s.(5P).6p""","=""6P*""","=""3/2""",,"=""""","=""L11762""",
W,2,"=""303.39026""","=""""","=""303.39023""","=""0.00009""","=""12""","=""""",,"=""19403.991""","=""52355.250""","=""""","=""""","=""1/2""","=""5d4.(5D).6p""","=""4D*""","=""1/2""",,"=""""","=""L11762""",
W,1,"=""303.4054""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""303.4188""","=""""","=""303.4197""","=""0.0008""","=""40""","=""""",,"=""19826.04""","=""52774.10""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""303.4290""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""303.4516""","=""""","=""303.4525""","=""0.0008""","=""4""","=""""",,"=""27213.82""","=""60158.32""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""303.5900""","=""""","=""303.5904""","=""0.0008""","=""5""","=""""",,"=""20983.02""","=""53912.55""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""303.66600""","=""""","=""303.66602""","=""0.00005""","=""19""","=""""",,"=""13434.070""","=""46355.404""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""303.7460""","=""""","=""303.7464""","=""0.0008""","=""12""","=""""",,"=""22476.68""","=""55389.30""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""303.77209""","=""""","=""303.77225""","=""0.00011""","=""9""","=""""",,"=""31446.928""","=""64356.750""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""303.80990""","=""""","=""303.8099""","=""0.0004""","=""3""","=""""",,"=""33910.548""","=""66816.290""","=""""","=""""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
